"","Step","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"41",2,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"42",2,0,0,0,0,0,0,0,0,0,0
"43",2,0,0,0,0,0,0,0,0,0,0
"44",2,0,0,0,0,0,0,0,0,0,0
"45",2,0,0,0,0,0,0,0,0,0,0
"46",2,0,0,0,0,0,0,0,0,0,0
"47",2,0,0,0,0,0,0,0,0,0,0
"48",2,0,0,0,0,0,0,0,0,0,0
"49",2,0,0,0,0,0,0,0,0,0,0
"50",2,0,0,0,0,0,0,0,0,0,0
"51",2,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"52",2,1,1,1,1,1,1,1,1,1,1
"53",2,1,1,1,1,1,1,1,1,1,1
"54",2,1,1,1,1,1,1,1,1,1,1
"55",2,1,1,1,1,1,1,1,1,1,1
"56",2,1,1,1,1,1,1,1,1,1,1
"57",2,1,1,1,1,1,1,1,1,1,1
"58",2,1,1,1,1,1,1,1,1,1,1
"59",2,1,1,1,1,1,1,1,1,1,1
"60",2,1,1,1,1,1,1,1,1,1,1
"61",3,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"62",3,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"63",3,0,0,0,0,0,0,0,0,0,0
"64",3,0,0,0,0,0,0,0,0,0,0
"65",3,0,0,0,0,0,0,0,0,0,0
"66",3,0,0,0,0,0,0,0,0,0,0
"67",3,0,0,0,0,0,0,0,0,0,0
"68",3,0,0,0,0,0,0,0,0,0,0
"69",3,0,0,0,0,0,0,0,0,0,0
"70",3,0,0,0,0,0,0,0,0,0,0
"71",3,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"72",3,1,1,1,1,1,1,1,1,1,1
"73",3,1,1,1,1,1,1,1,1,1,1
"74",3,1,1,1,1,1,1,1,1,1,1
"75",3,1,1,1,1,1,1,1,1,1,1
"76",3,1,1,1,1,1,1,1,1,1,1
"77",3,1,1,1,1,1,1,1,1,1,1
"78",3,1,1,1,1,1,1,1,1,1,1
"79",3,1,1,1,1,1,1,1,1,1,1
"80",3,1,1,1,1,1,1,1,1,1,1
"81",4,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"82",4,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"83",4,0,0,0,0,0,0,0,0,0,0
"84",4,0,0,0,0,0,0,0,0,0,0
"85",4,0,0,0,0,0,0,0,0,0,0
"86",4,0,0,0,0,0,0,0,0,0,0
"87",4,0,0,0,0,0,0,0,0,0,0
"88",4,0,0,0,0,0,0,0,0,0,0
"89",4,0,0,0,0,0,0,0,0,0,0
"90",4,0,0,0,0,0,0,0,0,0,0
"91",4,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"92",4,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"93",4,1,1,1,1,1,1,1,1,1,1
"94",4,1,1,1,1,1,1,1,1,1,1
"95",4,1,1,1,1,1,1,1,1,1,1
"96",4,1,1,1,1,1,1,1,1,1,1
"97",4,1,1,1,1,1,1,1,1,1,1
"98",4,1,1,1,1,1,1,1,1,1,1
"99",4,1,1,1,1,1,1,1,1,1,1
"100",4,1,1,1,1,1,1,1,1,1,1
"101",5,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"102",5,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"103",5,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"104",5,0,0,0,0,0,0,0,0,0,0
"105",5,0,0,0,0,0,0,0,0,0,0
"106",5,0,0,0,0,0,0,0,0,0,0
"107",5,0,0,0,0,0,0,0,0,0,0
"108",5,0,0,0,0,0,0,0,0,0,0
"109",5,0,0,0,0,0,0,0,0,0,0
"110",5,0,0,0,0,0,0,0,0,0,0
"111",5,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"112",5,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"113",5,1,1,1,1,1,1,1,1,1,1
"114",5,1,1,1,1,1,1,1,1,1,1
"115",5,1,1,1,1,1,1,1,1,1,1
"116",5,1,1,1,1,1,1,1,1,1,1
"117",5,1,1,1,1,1,1,1,1,1,1
"118",5,1,1,1,1,1,1,1,1,1,1
"119",5,1,1,1,1,1,1,1,1,1,1
"120",5,1,1,1,1,1,1,1,1,1,1
"121",6,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"122",6,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"123",6,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"124",6,0,0,0,0,0,0,0,0,0,0
"125",6,0,0,0,0,0,0,0,0,0,0
"126",6,0,0,0,0,0,0,0,0,0,0
"127",6,0,0,0,0,0,0,0,0,0,0
"128",6,0,0,0,0,0,0,0,0,0,0
"129",6,0,0,0,0,0,0,0,0,0,0
"130",6,0,0,0,0,0,0,0,0,0,0
"131",6,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"132",6,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"133",6,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"134",6,1,1,1,1,1,1,1,1,1,1
"135",6,1,1,1,1,1,1,1,1,1,1
"136",6,1,1,1,1,1,1,1,1,1,1
"137",6,1,1,1,1,1,1,1,1,1,1
"138",6,1,1,1,1,1,1,1,1,1,1
"139",6,1,1,1,1,1,1,1,1,1,1
"140",6,1,1,1,1,1,1,1,1,1,1
"141",7,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"142",7,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"143",7,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"144",7,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"145",7,0,0,0,0,0,0,0,0,0,0
"146",7,0,0,0,0,0,0,0,0,0,0
"147",7,0,0,0,0,0,0,0,0,0,0
"148",7,0,0,0,0,0,0,0,0,0,0
"149",7,0,0,0,0,0,0,0,0,0,0
"150",7,0,0,0,0,0,0,0,0,0,0
"151",7,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"152",7,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"153",7,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"154",7,1,1,1,1,1,1,1,1,1,1
"155",7,1,1,1,1,1,1,1,1,1,1
"156",7,1,1,1,1,1,1,1,1,1,1
"157",7,1,1,1,1,1,1,1,1,1,1
"158",7,1,1,1,1,1,1,1,1,1,1
"159",7,1,1,1,1,1,1,1,1,1,1
"160",7,1,1,1,1,1,1,1,1,1,1
"161",8,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"162",8,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"163",8,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"164",8,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"165",8,0,0,0,0,0,0,0,0,0,0
"166",8,0,0,0,0,0,0,0,0,0,0
"167",8,0,0,0,0,0,0,0,0,0,0
"168",8,0,0,0,0,0,0,0,0,0,0
"169",8,0,0,0,0,0,0,0,0,0,0
"170",8,0,0,0,0,0,0,0,0,0,0
"171",8,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"172",8,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"173",8,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"174",8,0.288792450679466,0.852893383940682,0.469614903908223,0.0987373173702508,0.0647597864735872,0.172512207413092,0.815713444491848,0.982478136895224,0.117778735235333,0.918084480101243
"175",8,1,1,1,1,1,1,1,1,1,1
"176",8,1,1,1,1,1,1,1,1,1,1
"177",8,1,1,1,1,1,1,1,1,1,1
"178",8,1,1,1,1,1,1,1,1,1,1
"179",8,1,1,1,1,1,1,1,1,1,1
"180",8,1,1,1,1,1,1,1,1,1,1
"181",9,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"182",9,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"183",9,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"184",9,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"185",9,0.460311041912064,0.455165715422481,0.230463127605617,0.589764054631814,0.558651528554037,0.434583520283923,0.0904277346562594,0.287027789046988,0.283383545698598,0.142526490846649
"186",9,0,0,0,0,0,0,0,0,0,0
"187",9,0,0,0,0,0,0,0,0,0,0
"188",9,0,0,0,0,0,0,0,0,0,0
"189",9,0,0,0,0,0,0,0,0,0,0
"190",9,0,0,0,0,0,0,0,0,0,0
"191",9,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"192",9,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"193",9,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"194",9,0.288792450679466,0.852893383940682,0.469614903908223,0.0987373173702508,0.0647597864735872,0.172512207413092,0.815713444491848,0.982478136895224,0.117778735235333,0.918084480101243
"195",9,1,1,1,1,1,1,1,1,1,1
"196",9,1,1,1,1,1,1,1,1,1,1
"197",9,1,1,1,1,1,1,1,1,1,1
"198",9,1,1,1,1,1,1,1,1,1,1
"199",9,1,1,1,1,1,1,1,1,1,1
"200",9,1,1,1,1,1,1,1,1,1,1
"201",10,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"202",10,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"203",10,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"204",10,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"205",10,0.460311041912064,0.455165715422481,0.230463127605617,0.589764054631814,0.558651528554037,0.434583520283923,0.0904277346562594,0.287027789046988,0.283383545698598,0.142526490846649
"206",10,0,0,0,0,0,0,0,0,0,0
"207",10,0,0,0,0,0,0,0,0,0,0
"208",10,0,0,0,0,0,0,0,0,0,0
"209",10,0,0,0,0,0,0,0,0,0,0
"210",10,0,0,0,0,0,0,0,0,0,0
"211",10,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"212",10,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"213",10,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"214",10,0.288792450679466,0.852893383940682,0.469614903908223,0.0987373173702508,0.0647597864735872,0.172512207413092,0.815713444491848,0.982478136895224,0.117778735235333,0.918084480101243
"215",10,0.507179785519838,0.947307839989662,0.364956608973444,0.507224186556414,0.13539493503049,0.129069284535944,0.478056139312685,0.8949308921583,0.831830134615302,0.795790772885084
"216",10,1,1,1,1,1,1,1,1,1,1
"217",10,1,1,1,1,1,1,1,1,1,1
"218",10,1,1,1,1,1,1,1,1,1,1
"219",10,1,1,1,1,1,1,1,1,1,1
"220",10,1,1,1,1,1,1,1,1,1,1
"221",11,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"222",11,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"223",11,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"224",11,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"225",11,0.460311041912064,0.455165715422481,0.230463127605617,0.589764054631814,0.558651528554037,0.434583520283923,0.0904277346562594,0.287027789046988,0.283383545698598,0.142526490846649
"226",11,0.830194088397548,0.880800521699712,0.582332319347188,0.355006759054959,0.56653085979633,0.697924481704831,0.428937264950946,0.0228544643614441,0.453881717054173,0.206312956754118
"227",11,0,0,0,0,0,0,0,0,0,0
"228",11,0,0,0,0,0,0,0,0,0,0
"229",11,0,0,0,0,0,0,0,0,0,0
"230",11,0,0,0,0,0,0,0,0,0,0
"231",11,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"232",11,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"233",11,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"234",11,0.288792450679466,0.852893383940682,0.469614903908223,0.0987373173702508,0.0647597864735872,0.172512207413092,0.815713444491848,0.982478136895224,0.117778735235333,0.918084480101243
"235",11,0.507179785519838,0.947307839989662,0.364956608973444,0.507224186556414,0.13539493503049,0.129069284535944,0.478056139312685,0.8949308921583,0.831830134615302,0.795790772885084
"236",11,1,1,1,1,1,1,1,1,1,1
"237",11,1,1,1,1,1,1,1,1,1,1
"238",11,1,1,1,1,1,1,1,1,1,1
"239",11,1,1,1,1,1,1,1,1,1,1
"240",11,1,1,1,1,1,1,1,1,1,1
"241",12,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"242",12,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"243",12,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"244",12,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"245",12,0.460311041912064,0.455165715422481,0.230463127605617,0.589764054631814,0.558651528554037,0.434583520283923,0.0904277346562594,0.287027789046988,0.283383545698598,0.142526490846649
"246",12,0.830194088397548,0.880800521699712,0.582332319347188,0.355006759054959,0.56653085979633,0.697924481704831,0.428937264950946,0.0228544643614441,0.453881717054173,0.206312956754118
"247",12,0,0,0,0,0,0,0,0,0,0
"248",12,0,0,0,0,0,0,0,0,0,0
"249",12,0,0,0,0,0,0,0,0,0,0
"250",12,0,0,0,0,0,0,0,0,0,0
"251",12,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"252",12,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"253",12,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"254",12,0.288792450679466,0.852893383940682,0.469614903908223,0.0987373173702508,0.0647597864735872,0.172512207413092,0.815713444491848,0.982478136895224,0.117778735235333,0.918084480101243
"255",12,0.507179785519838,0.947307839989662,0.364956608973444,0.507224186556414,0.13539493503049,0.129069284535944,0.478056139312685,0.8949308921583,0.831830134615302,0.795790772885084
"256",12,0.443895012140274,0.38813691586256,0.362062295433134,0.350150386337191,0.593288067961112,0.009258724283427,0.281033319188282,0.892605487955734,0.363323407014832,0.320653681643307
"257",12,1,1,1,1,1,1,1,1,1,1
"258",12,1,1,1,1,1,1,1,1,1,1
"259",12,1,1,1,1,1,1,1,1,1,1
"260",12,1,1,1,1,1,1,1,1,1,1
"261",13,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"262",13,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"263",13,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"264",13,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"265",13,0.460311041912064,0.455165715422481,0.230463127605617,0.589764054631814,0.558651528554037,0.434583520283923,0.0904277346562594,0.287027789046988,0.283383545698598,0.142526490846649
"266",13,0.830194088397548,0.880800521699712,0.582332319347188,0.355006759054959,0.56653085979633,0.697924481704831,0.428937264950946,0.0228544643614441,0.453881717054173,0.206312956754118
"267",13,0.769803199917078,0.473974162479863,0.203694835072383,0.0947944396175444,0.224993583280593,0.573638497618958,0.0812510624527931,0.418284930521622,0.0214388514868915,0.60260844277218
"268",13,0,0,0,0,0,0,0,0,0,0
"269",13,0,0,0,0,0,0,0,0,0,0
"270",13,0,0,0,0,0,0,0,0,0,0
"271",13,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"272",13,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"273",13,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"274",13,0.288792450679466,0.852893383940682,0.469614903908223,0.0987373173702508,0.0647597864735872,0.172512207413092,0.815713444491848,0.982478136895224,0.117778735235333,0.918084480101243
"275",13,0.507179785519838,0.947307839989662,0.364956608973444,0.507224186556414,0.13539493503049,0.129069284535944,0.478056139312685,0.8949308921583,0.831830134615302,0.795790772885084
"276",13,0.443895012140274,0.38813691586256,0.362062295433134,0.350150386337191,0.593288067961112,0.009258724283427,0.281033319188282,0.892605487955734,0.363323407014832,0.320653681643307
"277",13,1,1,1,1,1,1,1,1,1,1
"278",13,1,1,1,1,1,1,1,1,1,1
"279",13,1,1,1,1,1,1,1,1,1,1
"280",13,1,1,1,1,1,1,1,1,1,1
"281",14,0.0333929886110127,0.19302503624931,0.591133596608415,0.209737336263061,0.989790069870651,0.237562819384038,0.117050996748731,0.506153077119961,0.997014492982998,0.357455034274608
"282",14,0.307709170505404,0.995422709034756,0.926757575711235,0.748192640254274,0.868543065618724,0.115286074113101,0.278110078535974,0.583338459022343,0.74683440499939,0.900573102291673
"283",14,0.165254424558952,0.956001230282709,0.489411816233769,0.287301999749616,0.324968492845073,0.964403527323157,0.143771444447339,0.504793843720108,0.529767183121294,0.507668083300814
"284",14,0.025906307157129,0.397560396930203,0.257570437621325,0.264806569786742,0.745952810393646,0.380557319149375,0.0115015737246722,0.708554814103991,0.679518498247489,0.806467100046575
"285",14,0.460311041912064,0.455165715422481,0.230463127605617,0.589764054631814,0.558651528554037,0.434583520283923,0.0904277346562594,0.287027789046988,0.283383545698598,0.142526490846649
"286",14,0.830194088397548,0.880800521699712,0.582332319347188,0.355006759054959,0.56653085979633,0.697924481704831,0.428937264950946,0.0228544643614441,0.453881717054173,0.206312956754118
"287",14,0.769803199917078,0.473974162479863,0.203694835072383,0.0947944396175444,0.224993583280593,0.573638497618958,0.0812510624527931,0.418284930521622,0.0214388514868915,0.60260844277218
"288",14,0,0,0,0,0,0,0,0,0,0
"289",14,0,0,0,0,0,0,0,0,0,0
"290",14,0,0,0,0,0,0,0,0,0,0
"291",14,0.703469157451764,0.920685079414397,0.774643694283441,0.0530600175261497,0.635356865357608,0.608329999959096,0.29136977950111,0.0190922780893743,0.699933998985216,0.999262634897605
"292",14,0.925548306200653,0.223712793551385,0.771078028017655,0.0733230377081782,0.616259959992021,0.704194587655365,0.935080813476816,0.70688235736452,0.231052119052038,0.779147211462259
"293",14,0.286297272192314,0.595381751190871,0.386460842564702,0.878725330578163,0.65302785881795,0.204683846328408,0.689934737281874,0.424888791050762,0.767627344932407,0.924091449473053
"294",14,0.288792450679466,0.852893383940682,0.469614903908223,0.0987373173702508,0.0647597864735872,0.172512207413092,0.815713444491848,0.982478136895224,0.117778735235333,0.918084480101243
"295",14,0.507179785519838,0.947307839989662,0.364956608973444,0.507224186556414,0.13539493503049,0.129069284535944,0.478056139312685,0.8949308921583,0.831830134615302,0.795790772885084
"296",14,0.443895012140274,0.38813691586256,0.362062295433134,0.350150386337191,0.593288067961112,0.009258724283427,0.281033319188282,0.892605487955734,0.363323407014832,0.320653681643307
"297",14,0.57358500501141,0.838159145554528,0.941854088800028,0.753031459869817,0.486470041330904,0.647992407437414,0.849086075322703,0.540299442131072,0.624773536110297,0.182060727616772
"298",14,1,1,1,1,1,1,1,1,1,1
"299",14,1,1,1,1,1,1,1,1,1,1
"300",14,1,1,1,1,1,1,1,1,1,1
