"","Step","kmeans_result.cluster"
"200",4,1
"201",5,2
"202",5,2
"203",5,1
"204",5,2
"205",5,2
"206",5,2
"207",5,2
"208",5,2
"209",5,2
"210",5,2
"211",5,2
"212",5,2
"213",5,2
"214",5,2
"215",5,2
"216",5,2
"217",5,2
"218",5,2
"219",5,2
"220",5,2
"221",5,2
"222",5,2
"223",5,1
"224",5,1
"225",5,1
"226",5,1
"227",5,1
"228",5,1
"229",5,1
"230",5,1
"231",5,1
"232",5,1
"233",5,1
"234",5,1
"235",5,1
"236",5,1
"237",5,1
"238",5,1
"239",5,1
"240",5,1
"241",6,2
"242",6,2
"243",6,1
"244",6,2
"245",6,2
"246",6,2
"247",6,2
"248",6,2
"249",6,2
"250",6,2
"251",6,2
"252",6,2
"253",6,2
"254",6,2
"255",6,2
"256",6,2
"257",6,2
"258",6,2
"259",6,2
"260",6,2
"261",6,2
"262",6,2
"263",6,1
"264",6,1
"265",6,1
"266",6,1
"267",6,1
"268",6,1
"269",6,1
"270",6,1
"271",6,1
"272",6,1
"273",6,1
"274",6,1
"275",6,1
"276",6,1
"277",6,1
"278",6,1
"279",6,1
"280",6,1
"281",7,1
"282",7,1
"283",7,2
"284",7,1
"285",7,1
"286",7,1
"287",7,1
"288",7,1
"289",7,1
"290",7,1
"291",7,1
"292",7,1
"293",7,1
"294",7,1
"295",7,1
"296",7,1
"297",7,1
"298",7,1
"299",7,1
"300",7,1
"301",7,1
"302",7,1
"303",7,2
"304",7,2
"305",7,2
"306",7,2
"307",7,2
"308",7,2
"309",7,2
"310",7,2
"311",7,2
"312",7,2
"313",7,2
"314",7,2
"315",7,2
"316",7,2
"317",7,2
"318",7,2
"319",7,2
"320",7,2
"321",8,2
"322",8,2
"323",8,1
"324",8,2
"325",8,2
"326",8,2
"327",8,2
"328",8,2
"329",8,2
"330",8,2
"331",8,2
"332",8,2
"333",8,2
"334",8,2
"335",8,2
"336",8,2
"337",8,2
"338",8,2
"339",8,2
"340",8,2
"341",8,2
"342",8,2
"343",8,1
"344",8,1
"345",8,1
"346",8,1
"347",8,1
"348",8,1
"349",8,1
"350",8,1
"351",8,1
"352",8,1
"353",8,1
"354",8,1
"355",8,1
"356",8,1
"357",8,1
"358",8,1
"359",8,1
"360",8,1
"361",9,2
"362",9,2
"363",9,1
"364",9,2
"365",9,1
"366",9,2
"367",9,2
"368",9,2
"369",9,2
"370",9,2
"371",9,2
"372",9,2
"373",9,2
"374",9,2
"375",9,2
"376",9,2
"377",9,2
"378",9,2
"379",9,2
"380",9,2
"381",9,2
"382",9,2
"383",9,1
"384",9,1
"385",9,1
"386",9,1
"387",9,1
"388",9,1
"389",9,1
"390",9,1
"391",9,1
"392",9,1
"393",9,1
"394",9,1
"395",9,1
"396",9,1
"397",9,1
"398",9,1
"399",9,1
"400",9,1
"401",10,1
"402",10,1
"403",10,2
"404",10,1
"405",10,2
"406",10,1
"407",10,1
"408",10,1
"409",10,1
"410",10,1
"411",10,1
"412",10,1
"413",10,1
"414",10,1
"415",10,1
"416",10,1
"417",10,1
"418",10,1
"419",10,1
"420",10,1
"421",10,1
"422",10,2
"423",10,2
"424",10,2
"425",10,2
"426",10,2
"427",10,2
"428",10,2
"429",10,2
"430",10,2
"431",10,2
"432",10,2
"433",10,2
"434",10,2
"435",10,2
"436",10,2
"437",10,2
"438",10,2
"439",10,2
"440",10,2
"441",11,2
"442",11,2
"443",11,1
"444",11,2
"445",11,1
"446",11,2
"447",11,2
"448",11,2
"449",11,2
"450",11,2
"451",11,2
"452",11,2
"453",11,2
"454",11,2
"455",11,2
"456",11,2
"457",11,2
"458",11,2
"459",11,2
"460",11,2
"461",11,2
"462",11,2
"463",11,1
"464",11,1
"465",11,2
"466",11,1
"467",11,1
"468",11,1
"469",11,1
"470",11,1
"471",11,1
"472",11,1
"473",11,1
"474",11,1
"475",11,1
"476",11,1
"477",11,1
"478",11,1
"479",11,1
"480",11,1
"481",12,1
"482",12,1
"483",12,2
"484",12,1
"485",12,2
"486",12,1
"487",12,1
"488",12,1
"489",12,1
"490",12,1
"491",12,1
"492",12,1
"493",12,1
"494",12,1
"495",12,1
"496",12,1
"497",12,1
"498",12,1
"499",12,1
"500",12,1
"501",12,1
"502",12,1
"503",12,2
"504",12,2
"505",12,1
"506",12,1
"507",12,2
"508",12,2
"509",12,2
"510",12,2
"511",12,2
"512",12,2
"513",12,2
"514",12,2
"515",12,2
"516",12,2
"517",12,2
"518",12,2
"519",12,2
"520",12,2
"521",13,2
"522",13,2
"523",13,1
"524",13,2
"525",13,1
"526",13,2
"527",13,1
"528",13,2
"529",13,2
"530",13,2
"531",13,2
"532",13,2
"533",13,2
"534",13,2
"535",13,2
"536",13,2
"537",13,2
"538",13,2
"539",13,2
"540",13,2
"541",13,2
"542",13,2
"543",13,1
"544",13,1
"545",13,2
"546",13,2
"547",13,1
"548",13,1
"549",13,1
"550",13,1
"551",13,1
"552",13,1
"553",13,1
"554",13,1
"555",13,1
"556",13,1
"557",13,1
"558",13,1
"559",13,1
"560",13,1
"561",14,1
"562",14,1
"563",14,2
"564",14,1
"565",14,2
"566",14,1
"567",14,2
"568",14,1
"569",14,1
"570",14,1
"571",14,1
"572",14,1
"573",14,1
"574",14,1
"575",14,1
"576",14,1
"577",14,1
"578",14,1
"579",14,1
"580",14,1
"581",14,1
"582",14,2
"583",14,2
"584",14,2
"585",14,2
"586",14,2
"587",14,1
"588",14,2
"589",14,2
"590",14,2
"591",14,2
"592",14,2
"593",14,2
"594",14,2
"595",14,2
"596",14,2
"597",14,2
"598",14,2
"599",14,2
"600",14,2
"601",15,2
"602",15,2
"603",15,2
"604",15,2
"605",15,2
"606",15,2
"607",15,2
"608",15,2
"609",15,2
"610",15,2
"611",15,2
"612",15,2
"613",15,2
"614",15,2
"615",15,2
"616",15,2
"617",15,2
"618",15,2
"619",15,2
"620",15,2
"621",15,2
"622",15,2
"623",15,2
"624",15,2
"625",15,2
"626",15,2
"627",15,2
"628",15,1
"629",15,1
"630",15,1
"631",15,1
"632",15,1
"633",15,1
"634",15,1
"635",15,1
"636",15,1
"637",15,1
"638",15,1
"639",15,1
"640",15,1
"641",16,2
"642",16,2
"643",16,1
"644",16,2
"645",16,1
"646",16,2
"647",16,1
"648",16,2
"649",16,2
"650",16,2
"651",16,2
"652",16,2
"653",16,2
"654",16,2
"655",16,2
"656",16,2
"657",16,2
"658",16,2
"659",16,2
"660",16,2
"661",16,2
"662",16,1
"663",16,1
"664",16,1
"665",16,1
"666",16,1
"667",16,2
"668",16,1
"669",16,1
"670",16,1
"671",16,1
"672",16,1
"673",16,1
"674",16,1
"675",16,1
"676",16,1
"677",16,1
"678",16,1
"679",16,1
"680",16,1
"681",17,1
"682",17,1
"683",17,1
"684",17,1
"685",17,1
"686",17,1
"687",17,1
"688",17,1
"689",17,1
"690",17,1
"691",17,1
"692",17,1
"693",17,1
"694",17,1
"695",17,1
"696",17,1
"697",17,1
"698",17,1
"699",17,1
"700",17,1
"701",17,1
"702",17,1
"703",17,1
"704",17,1
"705",17,1
"706",17,1
"707",17,1
"708",17,1
"709",17,2
"710",17,2
"711",17,2
"712",17,2
"713",17,2
"714",17,2
"715",17,2
"716",17,2
"717",17,2
"718",17,2
"719",17,2
"720",17,2
"721",18,1
"722",18,1
"723",18,1
"724",18,1
"725",18,1
"726",18,1
"727",18,1
"728",18,1
"729",18,1
"730",18,1
"731",18,1
"732",18,1
"733",18,1
"734",18,1
"735",18,1
"736",18,1
"737",18,1
"738",18,1
"739",18,1
"740",18,1
"741",18,1
"742",18,1
"743",18,1
"744",18,1
"745",18,1
"746",18,1
"747",18,1
"748",18,1
"749",18,1
"750",18,2
"751",18,2
"752",18,2
"753",18,2
"754",18,2
"755",18,2
"756",18,2
"757",18,2
"758",18,2
"759",18,2
"760",18,2
"761",19,1
"762",19,1
"763",19,1
"764",19,1
"765",19,1
"766",19,1
"767",19,1
"768",19,1
"769",19,1
"770",19,1
"771",19,1
"772",19,1
"773",19,1
"774",19,1
"775",19,1
"776",19,1
"777",19,1
"778",19,1
"779",19,1
"780",19,1
"781",19,1
"782",19,1
"783",19,1
"784",19,1
"785",19,1
"786",19,1
"787",19,1
"788",19,1
"789",19,1
"790",19,2
"791",19,2
"792",19,2
"793",19,2
"794",19,2
"795",19,2
"796",19,2
"797",19,2
"798",19,2
"799",19,2
"800",19,2
"801",20,1
"802",20,1
"803",20,1
"804",20,1
"805",20,1
"806",20,1
"807",20,1
"808",20,1
"809",20,1
"810",20,1
"811",20,2
"812",20,2
"813",20,2
"814",20,2
"815",20,2
"816",20,2
"817",20,2
"818",20,2
"819",20,2
"820",20,2
"821",20,1
"822",20,1
"823",20,1
"824",20,1
"825",20,1
"826",20,1
"827",20,1
"828",20,1
"829",20,1
"830",20,1
"831",20,1
"832",20,1
"833",20,1
"834",20,1
"835",20,1
"836",20,1
"837",20,1
"838",20,1
"839",20,1
"840",20,1
"841",21,2
"842",21,2
"843",21,2
"844",21,2
"845",21,2
"846",21,2
"847",21,2
"848",21,2
"849",21,2
"850",21,2
"851",21,2
"852",21,1
"853",21,1
"854",21,1
"855",21,1
"856",21,1
"857",21,1
"858",21,1
"859",21,1
"860",21,1
"861",21,2
"862",21,2
"863",21,2
"864",21,2
"865",21,2
"866",21,2
"867",21,2
"868",21,2
"869",21,2
"870",21,2
"871",21,2
"872",21,2
"873",21,2
"874",21,2
"875",21,2
"876",21,2
"877",21,2
"878",21,2
"879",21,2
"880",21,2
"881",22,1
"882",22,1
"883",22,1
"884",22,1
"885",22,1
"886",22,1
"887",22,1
"888",22,1
"889",22,1
"890",22,1
"891",22,1
"892",22,2
"893",22,2
"894",22,2
"895",22,2
"896",22,2
"897",22,2
"898",22,2
"899",22,2
"900",22,2
"901",22,1
"902",22,1
"903",22,1
"904",22,1
"905",22,1
"906",22,1
"907",22,1
"908",22,1
"909",22,1
"910",22,1
"911",22,1
"912",22,1
"913",22,1
"914",22,1
"915",22,1
"916",22,1
"917",22,1
"918",22,1
"919",22,1
"920",22,1
"921",23,2
"922",23,2
"923",23,1
"924",23,2
"925",23,1
"926",23,2
"927",23,1
"928",23,2
"929",23,1
"930",23,1
"931",23,1
"932",23,1
"933",23,2
"934",23,2
"935",23,2
"936",23,2
"937",23,2
"938",23,2
"939",23,2
"940",23,2
"941",23,2
"942",23,1
"943",23,1
"944",23,1
"945",23,1
"946",23,1
"947",23,2
"948",23,1
"949",23,2
"950",23,1
"951",23,2
"952",23,1
"953",23,1
"954",23,1
"955",23,1
"956",23,1
"957",23,1
"958",23,1
"959",23,1
"960",23,1
"961",24,2
"962",24,2
"963",24,2
"964",24,2
"965",24,2
"966",24,2
"967",24,2
"968",24,2
"969",24,2
"970",24,2
"971",24,2
"972",24,2
"973",24,1
"974",24,1
"975",24,1
"976",24,1
"977",24,1
"978",24,1
"979",24,1
"980",24,1
"981",24,2
"982",24,2
"983",24,2
"984",24,2
"985",24,2
"986",24,2
"987",24,2
"988",24,2
"989",24,2
"990",24,2
"991",24,2
"992",24,2
"993",24,2
"994",24,2
"995",24,2
"996",24,2
"997",24,2
"998",24,2
"999",24,2
"1000",24,2
"1001",25,1
"1002",25,1
"1003",25,1
"1004",25,1
"1005",25,1
"1006",25,1
"1007",25,1
"1008",25,1
"1009",25,1
"1010",25,1
"1011",25,1
"1012",25,1
"1013",25,1
"1014",25,1
"1015",25,1
"1016",25,1
"1017",25,1
"1018",25,1
"1019",25,1
"1020",25,1
"1021",25,1
"1022",25,1
"1023",25,1
"1024",25,1
"1025",25,1
"1026",25,1
"1027",25,1
"1028",25,1
"1029",25,1
"1030",25,1
"1031",25,1
"1032",25,1
"1033",25,2
"1034",25,2
"1035",25,2
"1036",25,2
"1037",25,2
"1038",25,2
"1039",25,2
"1040",25,2
"1041",26,1
"1042",26,1
"1043",26,1
"1044",26,1
"1045",26,1
"1046",26,1
"1047",26,1
"1048",26,1
"1049",26,1
"1050",26,1
"1051",26,1
"1052",26,1
"1053",26,1
"1054",26,2
"1055",26,2
"1056",26,2
"1057",26,2
"1058",26,2
"1059",26,2
"1060",26,2
"1061",26,1
"1062",26,1
"1063",26,1
"1064",26,1
"1065",26,1
"1066",26,1
"1067",26,1
"1068",26,1
"1069",26,1
"1070",26,1
"1071",26,1
"1072",26,1
"1073",26,1
"1074",26,1
"1075",26,1
"1076",26,1
"1077",26,1
"1078",26,1
"1079",26,1
"1080",26,1
"1081",27,2
"1082",27,2
"1083",27,2
"1084",27,2
"1085",27,2
"1086",27,2
"1087",27,2
"1088",27,2
"1089",27,2
"1090",27,2
"1091",27,2
"1092",27,2
"1093",27,2
"1094",27,2
"1095",27,2
"1096",27,2
"1097",27,2
"1098",27,2
"1099",27,2
"1100",27,2
"1101",27,2
"1102",27,2
"1103",27,2
"1104",27,2
"1105",27,2
"1106",27,2
"1107",27,2
"1108",27,2
"1109",27,2
"1110",27,2
"1111",27,2
"1112",27,2
"1113",27,2
"1114",27,1
"1115",27,1
"1116",27,1
"1117",27,1
"1118",27,1
"1119",27,1
"1120",27,1
"1121",28,1
"1122",28,1
"1123",28,1
"1124",28,1
"1125",28,1
"1126",28,1
"1127",28,1
"1128",28,1
"1129",28,1
"1130",28,1
"1131",28,1
"1132",28,1
"1133",28,1
"1134",28,1
"1135",28,2
"1136",28,2
"1137",28,2
"1138",28,2
"1139",28,2
"1140",28,2
"1141",28,1
"1142",28,1
"1143",28,1
"1144",28,1
"1145",28,1
"1146",28,1
"1147",28,1
"1148",28,1
"1149",28,1
"1150",28,1
"1151",28,1
"1152",28,1
"1153",28,1
"1154",28,1
"1155",28,1
"1156",28,1
"1157",28,1
"1158",28,1
"1159",28,1
"1160",28,1
"1161",29,2
"1162",29,2
"1163",29,2
"1164",29,2
"1165",29,2
"1166",29,2
"1167",29,2
"1168",29,2
"1169",29,2
"1170",29,2
"1171",29,2
"1172",29,2
"1173",29,2
"1174",29,2
"1175",29,2
"1176",29,2
"1177",29,2
"1178",29,2
"1179",29,2
"1180",29,2
"1181",29,2
"1182",29,2
"1183",29,2
"1184",29,2
"1185",29,2
"1186",29,2
"1187",29,2
"1188",29,2
"1189",29,2
"1190",29,2
"1191",29,2
"1192",29,2
"1193",29,2
"1194",29,2
"1195",29,1
"1196",29,1
"1197",29,1
"1198",29,1
"1199",29,1
"1200",29,1
"1201",30,2
"1202",30,2
"1203",30,2
"1204",30,2
"1205",30,2
"1206",30,2
"1207",30,2
"1208",30,2
"1209",30,2
"1210",30,2
"1211",30,2
"1212",30,2
"1213",30,2
"1214",30,2
"1215",30,2
"1216",30,2
"1217",30,2
"1218",30,2
"1219",30,2
"1220",30,2
"1221",30,2
"1222",30,2
"1223",30,2
"1224",30,2
"1225",30,2
"1226",30,2
"1227",30,2
"1228",30,2
"1229",30,2
"1230",30,2
"1231",30,2
"1232",30,2
"1233",30,2
"1234",30,2
"1235",30,2
"1236",30,1
"1237",30,1
"1238",30,1
"1239",30,1
"1240",30,1
"1241",31,1
"1242",31,1
"1243",31,1
"1244",31,1
"1245",31,1
"1246",31,1
"1247",31,1
"1248",31,1
"1249",31,1
"1250",31,1
"1251",31,1
"1252",31,1
"1253",31,1
"1254",31,1
"1255",31,1
"1256",31,1
"1257",31,1
"1258",31,1
"1259",31,1
"1260",31,1
"1261",31,1
"1262",31,1
"1263",31,1
"1264",31,1
"1265",31,1
"1266",31,1
"1267",31,1
"1268",31,1
"1269",31,1
"1270",31,1
"1271",31,1
"1272",31,1
"1273",31,1
"1274",31,1
"1275",31,1
"1276",31,2
"1277",31,2
"1278",31,2
"1279",31,2
"1280",31,2
"1281",32,2
"1282",32,2
"1283",32,2
"1284",32,2
"1285",32,2
"1286",32,2
"1287",32,2
"1288",32,2
"1289",32,2
"1290",32,2
"1291",32,2
"1292",32,2
"1293",32,2
"1294",32,2
"1295",32,2
"1296",32,2
"1297",32,1
"1298",32,1
"1299",32,1
"1300",32,1
"1301",32,2
"1302",32,2
"1303",32,2
"1304",32,2
"1305",32,2
"1306",32,2
"1307",32,2
"1308",32,2
"1309",32,2
"1310",32,2
"1311",32,2
"1312",32,2
"1313",32,2
"1314",32,2
"1315",32,2
"1316",32,2
"1317",32,2
"1318",32,2
"1319",32,2
"1320",32,2
"1321",33,1
"1322",33,1
"1323",33,1
"1324",33,1
"1325",33,1
"1326",33,1
"1327",33,1
"1328",33,1
"1329",33,1
"1330",33,1
"1331",33,1
"1332",33,1
"1333",33,1
"1334",33,1
"1335",33,1
"1336",33,1
"1337",33,1
"1338",33,1
"1339",33,1
"1340",33,1
"1341",33,1
"1342",33,1
"1343",33,1
"1344",33,1
"1345",33,1
"1346",33,1
"1347",33,1
"1348",33,1
"1349",33,1
"1350",33,1
"1351",33,1
"1352",33,1
"1353",33,1
"1354",33,1
"1355",33,1
"1356",33,1
"1357",33,2
"1358",33,2
"1359",33,2
"1360",33,2
"1361",34,1
"1362",34,1
"1363",34,1
"1364",34,1
"1365",34,1
"1366",34,1
"1367",34,1
"1368",34,1
"1369",34,1
"1370",34,1
"1371",34,1
"1372",34,1
"1373",34,1
"1374",34,1
"1375",34,1
"1376",34,1
"1377",34,1
"1378",34,2
"1379",34,2
"1380",34,2
"1381",34,1
"1382",34,1
"1383",34,1
"1384",34,1
"1385",34,1
"1386",34,1
"1387",34,1
"1388",34,1
"1389",34,1
"1390",34,1
"1391",34,1
"1392",34,1
"1393",34,1
"1394",34,1
"1395",34,1
"1396",34,1
"1397",34,1
"1398",34,1
"1399",34,1
"1400",34,1
"1401",35,1
"1402",35,1
"1403",35,2
"1404",35,1
"1405",35,2
"1406",35,1
"1407",35,1
"1408",35,1
"1409",35,2
"1410",35,1
"1411",35,2
"1412",35,2
"1413",35,1
"1414",35,1
"1415",35,2
"1416",35,2
"1417",35,1
"1418",35,1
"1419",35,1
"1420",35,1
"1421",35,1
"1422",35,1
"1423",35,2
"1424",35,2
"1425",35,2
"1426",35,1
"1427",35,1
"1428",35,2
"1429",35,1
"1430",35,2
"1431",35,1
"1432",35,1
"1433",35,2
"1434",35,2
"1435",35,1
"1436",35,1
"1437",35,1
"1438",35,2
"1439",35,2
"1440",35,2
"1441",36,2
"1442",36,2
"1443",36,1
"1444",36,2
"1445",36,1
"1446",36,2
"1447",36,2
"1448",36,2
"1449",36,1
"1450",36,2
"1451",36,1
"1452",36,1
"1453",36,2
"1454",36,2
"1455",36,1
"1456",36,1
"1457",36,2
"1458",36,2
"1459",36,2
"1460",36,2
"1461",36,2
"1462",36,2
"1463",36,1
"1464",36,1
"1465",36,1
"1466",36,2
"1467",36,2
"1468",36,1
"1469",36,2
"1470",36,1
"1471",36,2
"1472",36,2
"1473",36,1
"1474",36,1
"1475",36,2
"1476",36,2
"1477",36,2
"1478",36,1
"1479",36,1
"1480",36,1
"1481",37,1
"1482",37,1
"1483",37,1
"1484",37,1
"1485",37,1
"1486",37,1
"1487",37,1
"1488",37,1
"1489",37,1
"1490",37,1
"1491",37,1
"1492",37,1
"1493",37,1
"1494",37,1
"1495",37,1
"1496",37,1
"1497",37,1
"1498",37,1
"1499",37,1
"1500",37,1
"1501",37,1
"1502",37,1
"1503",37,1
"1504",37,1
"1505",37,1
"1506",37,1
"1507",37,1
"1508",37,1
"1509",37,1
"1510",37,1
"1511",37,1
"1512",37,1
"1513",37,1
"1514",37,1
"1515",37,1
"1516",37,1
"1517",37,1
"1518",37,1
"1519",37,2
"1520",37,2
"1521",38,2
"1522",38,1
"1523",38,1
"1524",38,2
"1525",38,1
"1526",38,2
"1527",38,2
"1528",38,2
"1529",38,1
"1530",38,1
"1531",38,1
"1532",38,1
"1533",38,2
"1534",38,1
"1535",38,1
"1536",38,1
"1537",38,2
"1538",38,1
"1539",38,2
"1540",38,2
"1541",38,1
"1542",38,2
"1543",38,1
"1544",38,1
"1545",38,1
"1546",38,2
"1547",38,1
"1548",38,2
"1549",38,1
"1550",38,1
"1551",38,2
"1552",38,1
"1553",38,1
"1554",38,1
"1555",38,2
"1556",38,2
"1557",38,2
"1558",38,1
"1559",38,1
"1560",38,1
"1561",39,1
"1562",39,2
"1563",39,1
"1564",39,2
"1565",39,2
"1566",39,2
"1567",39,2
"1568",39,2
"1569",39,1
"1570",39,2
"1571",39,1
"1572",39,1
"1573",39,2
"1574",39,2
"1575",39,2
"1576",39,2
"1577",39,1
"1578",39,2
"1579",39,2
"1580",39,2
"1581",39,1
"1582",39,1
"1583",39,2
"1584",39,2
"1585",39,1
"1586",39,2
"1587",39,1
"1588",39,2
"1589",39,1
"1590",39,2
"1591",39,2
"1592",39,1
"1593",39,2
"1594",39,2
"1595",39,2
"1596",39,2
"1597",39,2
"1598",39,2
"1599",39,2
"1600",39,2
"1601",40,2
"1602",40,2
"1603",40,1
"1604",40,2
"1605",40,1
"1606",40,2
"1607",40,2
"1608",40,2
"1609",40,1
"1610",40,1
"1611",40,1
"1612",40,1
"1613",40,2
"1614",40,1
"1615",40,1
"1616",40,1
"1617",40,2
"1618",40,1
"1619",40,2
"1620",40,2
"1621",40,1
"1622",40,2
"1623",40,1
"1624",40,2
"1625",40,1
"1626",40,2
"1627",40,1
"1628",40,2
"1629",40,1
"1630",40,1
"1631",40,2
"1632",40,1
"1633",40,1
"1634",40,1
"1635",40,2
"1636",40,2
"1637",40,2
"1638",40,1
"1639",40,1
"1640",40,2
