"","Step","Cluster","X1","X2"
"401",20,1,0.193618008634076,0.115186240058392
"402",20,1,0.380481796339154,0.376513628289104
"403",20,2,0.770160776795819,0.629808300174773
"404",20,1,0.366322012851015,0.441723434720188
"405",20,1,0.157199665438384,0.124489568173885
"406",20,2,0.665870580589399,0.272990721976385
"407",20,2,0.779040389228612,0.647983307950199
"408",20,1,0.140800980851054,0.483242226298898
"409",20,1,0.531268467660993,0.277941327076405
"410",20,2,0.944483210332692,0.89398912480101
"411",20,2,0.967408181168139,0.603605904383585
"412",20,1,0.244329158449546,0.398938330356032
"413",20,2,0.474602112546563,0.71499548945576
"414",20,1,0.539484970038757,0.282680567819625
"415",20,1,0.130338311195374,0.857700327876955
"416",20,1,0.387638397049159,0.400650167139247
"417",20,1,0.361754636978731,0.350775652332231
"418",20,1,0.225554269738495,0.385702587431297
"419",20,2,0.854087603278458,0.427154872333631
"420",20,2,0.706247087568045,0.403298287885264
