"","Step","X1","X2"
"118",1,0,0
"119",1,0,0
"120",1,0,0
"121",1,0,0
"122",1,0,0
"123",1,0,0
"124",1,0,0
"125",1,0,0
"126",1,0,0
"127",1,0,0
"128",1,0,0
"129",1,0,0
"130",1,0,0
"131",1,0,0
"132",1,0,0
"133",1,0,0
"134",1,0,0
"135",1,0,0
"136",1,0,0
"137",1,0,0
"138",1,0,0
"139",1,0,0
"140",1,0,0
"141",1,0,0
"142",1,0,0
"143",1,0,0
"144",1,0,0
"145",1,0,0
"146",1,0,0
"147",1,0,0
"148",1,0,0
"149",1,0,0
"150",1,0,0
"151",1,1,1
"152",1,1,1
"153",1,1,1
"154",1,1,1
"155",1,1,1
"156",1,1,1
"157",1,1,1
"158",1,1,1
"159",1,1,1
"160",1,1,1
"161",1,1,1
"162",1,1,1
"163",1,1,1
"164",1,1,1
"165",1,1,1
"166",1,1,1
"167",1,1,1
"168",1,1,1
"169",1,1,1
"170",1,1,1
"171",1,1,1
"172",1,1,1
"173",1,1,1
"174",1,1,1
"175",1,1,1
"176",1,1,1
"177",1,1,1
"178",1,1,1
"179",1,1,1
"180",1,1,1
"181",1,1,1
"182",1,1,1
"183",1,1,1
"184",1,1,1
"185",1,1,1
"186",1,1,1
"187",1,1,1
"188",1,1,1
"189",1,1,1
"190",1,1,1
"191",1,1,1
"192",1,1,1
"193",1,1,1
"194",1,1,1
"195",1,1,1
"196",1,1,1
"197",1,1,1
"198",1,1,1
"199",1,1,1
"200",1,1,1
"201",2,0.080542077543214,0.278244719607756
"202",2,0,0
"203",2,0,0
"204",2,0,0
"205",2,0,0
"206",2,0,0
"207",2,0,0
"208",2,0,0
"209",2,0,0
"210",2,0,0
"211",2,0,0
"212",2,0,0
"213",2,0,0
"214",2,0,0
"215",2,0,0
"216",2,0,0
"217",2,0,0
"218",2,0,0
"219",2,0,0
"220",2,0,0
"221",2,0,0
"222",2,0,0
"223",2,0,0
"224",2,0,0
"225",2,0,0
"226",2,0,0
"227",2,0,0
"228",2,0,0
"229",2,0,0
"230",2,0,0
"231",2,0,0
"232",2,0,0
"233",2,0,0
"234",2,0,0
"235",2,0,0
"236",2,0,0
"237",2,0,0
"238",2,0,0
"239",2,0,0
"240",2,0,0
"241",2,0,0
"242",2,0,0
"243",2,0,0
"244",2,0,0
"245",2,0,0
"246",2,0,0
"247",2,0,0
"248",2,0,0
"249",2,0,0
"250",2,0,0
"251",2,0.255790132796392,0.835361277218908
"252",2,1,1
"253",2,1,1
"254",2,1,1
"255",2,1,1
"256",2,1,1
"257",2,1,1
"258",2,1,1
"259",2,1,1
"260",2,1,1
"261",2,1,1
"262",2,1,1
"263",2,1,1
"264",2,1,1
"265",2,1,1
"266",2,1,1
"267",2,1,1
"268",2,1,1
"269",2,1,1
"270",2,1,1
"271",2,1,1
"272",2,1,1
"273",2,1,1
"274",2,1,1
"275",2,1,1
"276",2,1,1
"277",2,1,1
"278",2,1,1
"279",2,1,1
"280",2,1,1
"281",2,1,1
"282",2,1,1
"283",2,1,1
"284",2,1,1
"285",2,1,1
"286",2,1,1
"287",2,1,1
"288",2,1,1
"289",2,1,1
"290",2,1,1
"291",2,1,1
"292",2,1,1
"293",2,1,1
"294",2,1,1
"295",2,1,1
"296",2,1,1
"297",2,1,1
"298",2,1,1
"299",2,1,1
"300",2,1,1
"301",3,0.080542077543214,0.278244719607756
"302",3,0.304631486767903,0.578446587314829
"303",3,0,0
"304",3,0,0
"305",3,0,0
"306",3,0,0
"307",3,0,0
"308",3,0,0
"309",3,0,0
"310",3,0,0
"311",3,0,0
"312",3,0,0
"313",3,0,0
"314",3,0,0
"315",3,0,0
"316",3,0,0
"317",3,0,0
"318",3,0,0
"319",3,0,0
"320",3,0,0
"321",3,0,0
"322",3,0,0
"323",3,0,0
"324",3,0,0
"325",3,0,0
"326",3,0,0
"327",3,0,0
"328",3,0,0
"329",3,0,0
"330",3,0,0
"331",3,0,0
"332",3,0,0
"333",3,0,0
"334",3,0,0
"335",3,0,0
"336",3,0,0
"337",3,0,0
"338",3,0,0
"339",3,0,0
"340",3,0,0
"341",3,0,0
"342",3,0,0
"343",3,0,0
"344",3,0,0
"345",3,0,0
"346",3,0,0
"347",3,0,0
"348",3,0,0
"349",3,0,0
"350",3,0,0
"351",3,0.255790132796392,0.835361277218908
"352",3,1,1
"353",3,1,1
"354",3,1,1
"355",3,1,1
"356",3,1,1
"357",3,1,1
"358",3,1,1
"359",3,1,1
"360",3,1,1
"361",3,1,1
"362",3,1,1
"363",3,1,1
"364",3,1,1
"365",3,1,1
"366",3,1,1
"367",3,1,1
"368",3,1,1
"369",3,1,1
"370",3,1,1
"371",3,1,1
"372",3,1,1
"373",3,1,1
"374",3,1,1
"375",3,1,1
"376",3,1,1
"377",3,1,1
"378",3,1,1
"379",3,1,1
"380",3,1,1
"381",3,1,1
"382",3,1,1
"383",3,1,1
"384",3,1,1
"385",3,1,1
"386",3,1,1
"387",3,1,1
"388",3,1,1
"389",3,1,1
"390",3,1,1
"391",3,1,1
"392",3,1,1
"393",3,1,1
"394",3,1,1
"395",3,1,1
"396",3,1,1
"397",3,1,1
"398",3,1,1
"399",3,1,1
"400",3,1,1
"401",4,0.080542077543214,0.278244719607756
"402",4,0.304631486767903,0.578446587314829
"403",4,0,0
"404",4,0,0
"405",4,0,0
"406",4,0,0
"407",4,0,0
"408",4,0,0
"409",4,0,0
"410",4,0,0
"411",4,0,0
"412",4,0,0
"413",4,0,0
"414",4,0,0
"415",4,0,0
"416",4,0,0
"417",4,0,0
"418",4,0,0
"419",4,0,0
"420",4,0,0
"421",4,0,0
"422",4,0,0
"423",4,0,0
"424",4,0,0
"425",4,0,0
"426",4,0,0
"427",4,0,0
"428",4,0,0
"429",4,0,0
"430",4,0,0
"431",4,0,0
"432",4,0,0
"433",4,0,0
"434",4,0,0
"435",4,0,0
"436",4,0,0
"437",4,0,0
"438",4,0,0
"439",4,0,0
"440",4,0,0
"441",4,0,0
"442",4,0,0
"443",4,0,0
"444",4,0,0
"445",4,0,0
"446",4,0,0
"447",4,0,0
"448",4,0,0
"449",4,0,0
"450",4,0,0
"451",4,0.255790132796392,0.835361277218908
"452",4,0.661516373511404,0.960144058335572
"453",4,1,1
"454",4,1,1
"455",4,1,1
"456",4,1,1
"457",4,1,1
"458",4,1,1
"459",4,1,1
"460",4,1,1
"461",4,1,1
"462",4,1,1
"463",4,1,1
"464",4,1,1
"465",4,1,1
"466",4,1,1
"467",4,1,1
"468",4,1,1
"469",4,1,1
"470",4,1,1
"471",4,1,1
"472",4,1,1
"473",4,1,1
"474",4,1,1
"475",4,1,1
"476",4,1,1
"477",4,1,1
"478",4,1,1
"479",4,1,1
"480",4,1,1
"481",4,1,1
"482",4,1,1
"483",4,1,1
"484",4,1,1
"485",4,1,1
"486",4,1,1
"487",4,1,1
"488",4,1,1
"489",4,1,1
"490",4,1,1
"491",4,1,1
"492",4,1,1
"493",4,1,1
"494",4,1,1
"495",4,1,1
"496",4,1,1
"497",4,1,1
"498",4,1,1
"499",4,1,1
"500",4,1,1
"501",5,0.080542077543214,0.278244719607756
"502",5,0.304631486767903,0.578446587314829
"503",5,0.173763865372166,0.458327055443078
"504",5,0,0
"505",5,0,0
"506",5,0,0
"507",5,0,0
"508",5,0,0
"509",5,0,0
"510",5,0,0
"511",5,0,0
"512",5,0,0
"513",5,0,0
"514",5,0,0
"515",5,0,0
"516",5,0,0
"517",5,0,0
"518",5,0,0
"519",5,0,0
"520",5,0,0
"521",5,0,0
"522",5,0,0
"523",5,0,0
"524",5,0,0
"525",5,0,0
"526",5,0,0
"527",5,0,0
"528",5,0,0
"529",5,0,0
"530",5,0,0
"531",5,0,0
"532",5,0,0
"533",5,0,0
"534",5,0,0
"535",5,0,0
"536",5,0,0
"537",5,0,0
"538",5,0,0
"539",5,0,0
"540",5,0,0
"541",5,0,0
"542",5,0,0
"543",5,0,0
"544",5,0,0
"545",5,0,0
"546",5,0,0
"547",5,0,0
"548",5,0,0
"549",5,0,0
"550",5,0,0
"551",5,0.255790132796392,0.835361277218908
"552",5,0.661516373511404,0.960144058335572
"553",5,1,1
"554",5,1,1
"555",5,1,1
"556",5,1,1
"557",5,1,1
"558",5,1,1
"559",5,1,1
"560",5,1,1
"561",5,1,1
"562",5,1,1
"563",5,1,1
"564",5,1,1
"565",5,1,1
"566",5,1,1
"567",5,1,1
"568",5,1,1
"569",5,1,1
"570",5,1,1
"571",5,1,1
"572",5,1,1
"573",5,1,1
"574",5,1,1
"575",5,1,1
"576",5,1,1
"577",5,1,1
"578",5,1,1
"579",5,1,1
"580",5,1,1
"581",5,1,1
"582",5,1,1
"583",5,1,1
"584",5,1,1
"585",5,1,1
"586",5,1,1
"587",5,1,1
"588",5,1,1
"589",5,1,1
"590",5,1,1
"591",5,1,1
"592",5,1,1
"593",5,1,1
"594",5,1,1
"595",5,1,1
"596",5,1,1
"597",5,1,1
"598",5,1,1
"599",5,1,1
"600",5,1,1
"601",6,0.080542077543214,0.278244719607756
"602",6,0.304631486767903,0.578446587314829
"603",6,0.173763865372166,0.458327055443078
"604",6,0,0
"605",6,0,0
"606",6,0,0
"607",6,0,0
"608",6,0,0
"609",6,0,0
"610",6,0,0
"611",6,0,0
"612",6,0,0
"613",6,0,0
"614",6,0,0
"615",6,0,0
"616",6,0,0
"617",6,0,0
"618",6,0,0
"619",6,0,0
"620",6,0,0
"621",6,0,0
"622",6,0,0
"623",6,0,0
"624",6,0,0
"625",6,0,0
"626",6,0,0
"627",6,0,0
"628",6,0,0
"629",6,0,0
"630",6,0,0
"631",6,0,0
"632",6,0,0
"633",6,0,0
"634",6,0,0
"635",6,0,0
"636",6,0,0
"637",6,0,0
"638",6,0,0
"639",6,0,0
"640",6,0,0
"641",6,0,0
"642",6,0,0
"643",6,0,0
"644",6,0,0
"645",6,0,0
"646",6,0,0
"647",6,0,0
"648",6,0,0
"649",6,0,0
"650",6,0,0
"651",6,0.255790132796392,0.835361277218908
"652",6,0.661516373511404,0.960144058335572
"653",6,0.400828703306615,0.538370719179511
"654",6,1,1
"655",6,1,1
"656",6,1,1
"657",6,1,1
"658",6,1,1
"659",6,1,1
"660",6,1,1
"661",6,1,1
"662",6,1,1
"663",6,1,1
"664",6,1,1
"665",6,1,1
"666",6,1,1
"667",6,1,1
"668",6,1,1
"669",6,1,1
"670",6,1,1
"671",6,1,1
"672",6,1,1
"673",6,1,1
"674",6,1,1
"675",6,1,1
"676",6,1,1
"677",6,1,1
"678",6,1,1
"679",6,1,1
"680",6,1,1
"681",6,1,1
"682",6,1,1
"683",6,1,1
"684",6,1,1
"685",6,1,1
"686",6,1,1
"687",6,1,1
"688",6,1,1
"689",6,1,1
"690",6,1,1
"691",6,1,1
"692",6,1,1
"693",6,1,1
"694",6,1,1
"695",6,1,1
"696",6,1,1
"697",6,1,1
"698",6,1,1
"699",6,1,1
"700",6,1,1
"701",7,0.080542077543214,0.278244719607756
"702",7,0.304631486767903,0.578446587314829
"703",7,0.173763865372166,0.458327055443078
"704",7,0.0372601072303951,0.579933606553823
"705",7,0,0
"706",7,0,0
"707",7,0,0
"708",7,0,0
"709",7,0,0
"710",7,0,0
"711",7,0,0
"712",7,0,0
"713",7,0,0
"714",7,0,0
"715",7,0,0
"716",7,0,0
"717",7,0,0
"718",7,0,0
"719",7,0,0
"720",7,0,0
"721",7,0,0
"722",7,0,0
"723",7,0,0
"724",7,0,0
"725",7,0,0
"726",7,0,0
"727",7,0,0
"728",7,0,0
"729",7,0,0
"730",7,0,0
"731",7,0,0
"732",7,0,0
"733",7,0,0
"734",7,0,0
"735",7,0,0
"736",7,0,0
"737",7,0,0
"738",7,0,0
"739",7,0,0
"740",7,0,0
"741",7,0,0
"742",7,0,0
"743",7,0,0
"744",7,0,0
"745",7,0,0
"746",7,0,0
"747",7,0,0
"748",7,0,0
"749",7,0,0
"750",7,0,0
"751",7,0.255790132796392,0.835361277218908
"752",7,0.661516373511404,0.960144058335572
"753",7,0.400828703306615,0.538370719179511
"754",7,1,1
"755",7,1,1
"756",7,1,1
"757",7,1,1
"758",7,1,1
"759",7,1,1
"760",7,1,1
"761",7,1,1
"762",7,1,1
"763",7,1,1
"764",7,1,1
"765",7,1,1
"766",7,1,1
"767",7,1,1
"768",7,1,1
"769",7,1,1
"770",7,1,1
"771",7,1,1
"772",7,1,1
"773",7,1,1
"774",7,1,1
"775",7,1,1
"776",7,1,1
"777",7,1,1
"778",7,1,1
"779",7,1,1
"780",7,1,1
"781",7,1,1
"782",7,1,1
"783",7,1,1
"784",7,1,1
"785",7,1,1
"786",7,1,1
"787",7,1,1
"788",7,1,1
"789",7,1,1
"790",7,1,1
"791",7,1,1
"792",7,1,1
"793",7,1,1
"794",7,1,1
"795",7,1,1
"796",7,1,1
"797",7,1,1
"798",7,1,1
"799",7,1,1
"800",7,1,1
"801",8,0.080542077543214,0.278244719607756
"802",8,0.304631486767903,0.578446587314829
"803",8,0.173763865372166,0.458327055443078
"804",8,0.0372601072303951,0.579933606553823
"805",8,0,0
"806",8,0,0
"807",8,0,0
"808",8,0,0
"809",8,0,0
"810",8,0,0
"811",8,0,0
"812",8,0,0
"813",8,0,0
"814",8,0,0
"815",8,0,0
"816",8,0,0
"817",8,0,0
"818",8,0,0
"819",8,0,0
"820",8,0,0
"821",8,0,0
"822",8,0,0
"823",8,0,0
"824",8,0,0
"825",8,0,0
"826",8,0,0
"827",8,0,0
"828",8,0,0
"829",8,0,0
"830",8,0,0
"831",8,0,0
"832",8,0,0
"833",8,0,0
"834",8,0,0
"835",8,0,0
"836",8,0,0
"837",8,0,0
"838",8,0,0
"839",8,0,0
"840",8,0,0
"841",8,0,0
"842",8,0,0
"843",8,0,0
"844",8,0,0
"845",8,0,0
"846",8,0,0
"847",8,0,0
"848",8,0,0
"849",8,0,0
"850",8,0,0
"851",8,0.255790132796392,0.835361277218908
"852",8,0.661516373511404,0.960144058335572
"853",8,0.400828703306615,0.538370719179511
"854",8,0.482572684064507,0.766300542047247
"855",8,1,1
"856",8,1,1
"857",8,1,1
"858",8,1,1
"859",8,1,1
"860",8,1,1
"861",8,1,1
"862",8,1,1
"863",8,1,1
"864",8,1,1
"865",8,1,1
"866",8,1,1
"867",8,1,1
"868",8,1,1
"869",8,1,1
"870",8,1,1
"871",8,1,1
"872",8,1,1
"873",8,1,1
"874",8,1,1
"875",8,1,1
"876",8,1,1
"877",8,1,1
"878",8,1,1
"879",8,1,1
"880",8,1,1
"881",8,1,1
"882",8,1,1
"883",8,1,1
"884",8,1,1
"885",8,1,1
"886",8,1,1
"887",8,1,1
"888",8,1,1
"889",8,1,1
"890",8,1,1
"891",8,1,1
"892",8,1,1
"893",8,1,1
"894",8,1,1
"895",8,1,1
"896",8,1,1
"897",8,1,1
"898",8,1,1
"899",8,1,1
"900",8,1,1
"901",9,0.080542077543214,0.278244719607756
"902",9,0.304631486767903,0.578446587314829
"903",9,0.173763865372166,0.458327055443078
"904",9,0.0372601072303951,0.579933606553823
"905",9,0.671109021175653,0.136288705980405
"906",9,0,0
"907",9,0,0
"908",9,0,0
"909",9,0,0
"910",9,0,0
"911",9,0,0
"912",9,0,0
"913",9,0,0
"914",9,0,0
"915",9,0,0
"916",9,0,0
"917",9,0,0
"918",9,0,0
"919",9,0,0
"920",9,0,0
"921",9,0,0
"922",9,0,0
"923",9,0,0
"924",9,0,0
"925",9,0,0
"926",9,0,0
"927",9,0,0
"928",9,0,0
"929",9,0,0
"930",9,0,0
"931",9,0,0
"932",9,0,0
"933",9,0,0
"934",9,0,0
"935",9,0,0
"936",9,0,0
"937",9,0,0
"938",9,0,0
"939",9,0,0
"940",9,0,0
"941",9,0,0
"942",9,0,0
"943",9,0,0
"944",9,0,0
"945",9,0,0
"946",9,0,0
"947",9,0,0
"948",9,0,0
"949",9,0,0
"950",9,0,0
"951",9,0.255790132796392,0.835361277218908
"952",9,0.661516373511404,0.960144058335572
"953",9,0.400828703306615,0.538370719179511
"954",9,0.482572684064507,0.766300542047247
"955",9,1,1
"956",9,1,1
"957",9,1,1
"958",9,1,1
"959",9,1,1
"960",9,1,1
"961",9,1,1
"962",9,1,1
"963",9,1,1
"964",9,1,1
"965",9,1,1
"966",9,1,1
"967",9,1,1
"968",9,1,1
"969",9,1,1
"970",9,1,1
"971",9,1,1
"972",9,1,1
"973",9,1,1
"974",9,1,1
"975",9,1,1
"976",9,1,1
"977",9,1,1
"978",9,1,1
"979",9,1,1
"980",9,1,1
"981",9,1,1
"982",9,1,1
"983",9,1,1
"984",9,1,1
"985",9,1,1
"986",9,1,1
"987",9,1,1
"988",9,1,1
"989",9,1,1
"990",9,1,1
"991",9,1,1
"992",9,1,1
"993",9,1,1
"994",9,1,1
"995",9,1,1
"996",9,1,1
"997",9,1,1
"998",9,1,1
"999",9,1,1
"1000",9,1,1
"1001",10,0.080542077543214,0.278244719607756
"1002",10,0.304631486767903,0.578446587314829
"1003",10,0.173763865372166,0.458327055443078
"1004",10,0.0372601072303951,0.579933606553823
"1005",10,0.671109021175653,0.136288705980405
"1006",10,0,0
"1007",10,0,0
"1008",10,0,0
"1009",10,0,0
"1010",10,0,0
"1011",10,0,0
"1012",10,0,0
"1013",10,0,0
"1014",10,0,0
"1015",10,0,0
"1016",10,0,0
"1017",10,0,0
"1018",10,0,0
"1019",10,0,0
"1020",10,0,0
"1021",10,0,0
"1022",10,0,0
"1023",10,0,0
"1024",10,0,0
"1025",10,0,0
"1026",10,0,0
"1027",10,0,0
"1028",10,0,0
"1029",10,0,0
"1030",10,0,0
"1031",10,0,0
"1032",10,0,0
"1033",10,0,0
"1034",10,0,0
"1035",10,0,0
"1036",10,0,0
"1037",10,0,0
"1038",10,0,0
"1039",10,0,0
"1040",10,0,0
"1041",10,0,0
"1042",10,0,0
"1043",10,0,0
"1044",10,0,0
"1045",10,0,0
"1046",10,0,0
"1047",10,0,0
"1048",10,0,0
"1049",10,0,0
"1050",10,0,0
"1051",10,0.255790132796392,0.835361277218908
"1052",10,0.661516373511404,0.960144058335572
"1053",10,0.400828703306615,0.538370719179511
"1054",10,0.482572684064507,0.766300542047247
"1055",10,0.599473499925807,0.764521463075653
"1056",10,1,1
"1057",10,1,1
"1058",10,1,1
"1059",10,1,1
"1060",10,1,1
"1061",10,1,1
"1062",10,1,1
"1063",10,1,1
"1064",10,1,1
"1065",10,1,1
"1066",10,1,1
"1067",10,1,1
"1068",10,1,1
"1069",10,1,1
"1070",10,1,1
"1071",10,1,1
"1072",10,1,1
"1073",10,1,1
"1074",10,1,1
"1075",10,1,1
"1076",10,1,1
"1077",10,1,1
"1078",10,1,1
"1079",10,1,1
"1080",10,1,1
"1081",10,1,1
"1082",10,1,1
"1083",10,1,1
"1084",10,1,1
"1085",10,1,1
"1086",10,1,1
"1087",10,1,1
"1088",10,1,1
"1089",10,1,1
"1090",10,1,1
"1091",10,1,1
"1092",10,1,1
"1093",10,1,1
"1094",10,1,1
"1095",10,1,1
"1096",10,1,1
"1097",10,1,1
"1098",10,1,1
"1099",10,1,1
"1100",10,1,1
"1101",11,0.080542077543214,0.278244719607756
"1102",11,0.304631486767903,0.578446587314829
"1103",11,0.173763865372166,0.458327055443078
"1104",11,0.0372601072303951,0.579933606553823
"1105",11,0.671109021175653,0.136288705980405
"1106",11,0.0953897626604885,0.100793696939945
"1107",11,0,0
"1108",11,0,0
"1109",11,0,0
"1110",11,0,0
"1111",11,0,0
"1112",11,0,0
"1113",11,0,0
"1114",11,0,0
"1115",11,0,0
"1116",11,0,0
"1117",11,0,0
"1118",11,0,0
"1119",11,0,0
"1120",11,0,0
"1121",11,0,0
"1122",11,0,0
"1123",11,0,0
"1124",11,0,0
"1125",11,0,0
"1126",11,0,0
"1127",11,0,0
"1128",11,0,0
"1129",11,0,0
"1130",11,0,0
"1131",11,0,0
"1132",11,0,0
"1133",11,0,0
"1134",11,0,0
"1135",11,0,0
"1136",11,0,0
"1137",11,0,0
"1138",11,0,0
"1139",11,0,0
"1140",11,0,0
"1141",11,0,0
"1142",11,0,0
"1143",11,0,0
"1144",11,0,0
"1145",11,0,0
"1146",11,0,0
"1147",11,0,0
"1148",11,0,0
"1149",11,0,0
"1150",11,0,0
"1151",11,0.255790132796392,0.835361277218908
"1152",11,0.661516373511404,0.960144058335572
"1153",11,0.400828703306615,0.538370719179511
"1154",11,0.482572684064507,0.766300542047247
"1155",11,0.599473499925807,0.764521463075653
"1156",11,1,1
"1157",11,1,1
"1158",11,1,1
"1159",11,1,1
"1160",11,1,1
"1161",11,1,1
"1162",11,1,1
"1163",11,1,1
"1164",11,1,1
"1165",11,1,1
"1166",11,1,1
"1167",11,1,1
"1168",11,1,1
"1169",11,1,1
"1170",11,1,1
"1171",11,1,1
"1172",11,1,1
"1173",11,1,1
"1174",11,1,1
"1175",11,1,1
"1176",11,1,1
"1177",11,1,1
"1178",11,1,1
"1179",11,1,1
"1180",11,1,1
"1181",11,1,1
"1182",11,1,1
"1183",11,1,1
"1184",11,1,1
"1185",11,1,1
"1186",11,1,1
"1187",11,1,1
"1188",11,1,1
"1189",11,1,1
"1190",11,1,1
"1191",11,1,1
"1192",11,1,1
"1193",11,1,1
"1194",11,1,1
"1195",11,1,1
"1196",11,1,1
"1197",11,1,1
"1198",11,1,1
"1199",11,1,1
"1200",11,1,1
"1201",12,0.080542077543214,0.278244719607756
"1202",12,0.304631486767903,0.578446587314829
"1203",12,0.173763865372166,0.458327055443078
"1204",12,0.0372601072303951,0.579933606553823
"1205",12,0.671109021175653,0.136288705980405
"1206",12,0.0953897626604885,0.100793696939945
"1207",12,0,0
"1208",12,0,0
"1209",12,0,0
"1210",12,0,0
"1211",12,0,0
"1212",12,0,0
"1213",12,0,0
"1214",12,0,0
"1215",12,0,0
"1216",12,0,0
"1217",12,0,0
"1218",12,0,0
"1219",12,0,0
"1220",12,0,0
"1221",12,0,0
"1222",12,0,0
"1223",12,0,0
"1224",12,0,0
"1225",12,0,0
"1226",12,0,0
"1227",12,0,0
"1228",12,0,0
"1229",12,0,0
"1230",12,0,0
"1231",12,0,0
"1232",12,0,0
"1233",12,0,0
"1234",12,0,0
"1235",12,0,0
"1236",12,0,0
"1237",12,0,0
"1238",12,0,0
"1239",12,0,0
"1240",12,0,0
"1241",12,0,0
"1242",12,0,0
"1243",12,0,0
"1244",12,0,0
"1245",12,0,0
"1246",12,0,0
"1247",12,0,0
"1248",12,0,0
"1249",12,0,0
"1250",12,0,0
"1251",12,0.255790132796392,0.835361277218908
"1252",12,0.661516373511404,0.960144058335572
"1253",12,0.400828703306615,0.538370719179511
"1254",12,0.482572684064507,0.766300542047247
"1255",12,0.599473499925807,0.764521463075653
"1256",12,0.807895675767213,0.0512508419342339
"1257",12,1,1
"1258",12,1,1
"1259",12,1,1
"1260",12,1,1
"1261",12,1,1
"1262",12,1,1
"1263",12,1,1
"1264",12,1,1
"1265",12,1,1
"1266",12,1,1
"1267",12,1,1
"1268",12,1,1
"1269",12,1,1
"1270",12,1,1
"1271",12,1,1
"1272",12,1,1
"1273",12,1,1
"1274",12,1,1
"1275",12,1,1
"1276",12,1,1
"1277",12,1,1
"1278",12,1,1
"1279",12,1,1
"1280",12,1,1
"1281",12,1,1
"1282",12,1,1
"1283",12,1,1
"1284",12,1,1
"1285",12,1,1
"1286",12,1,1
"1287",12,1,1
"1288",12,1,1
"1289",12,1,1
"1290",12,1,1
"1291",12,1,1
"1292",12,1,1
"1293",12,1,1
"1294",12,1,1
"1295",12,1,1
"1296",12,1,1
"1297",12,1,1
"1298",12,1,1
"1299",12,1,1
"1300",12,1,1
"1301",13,0.080542077543214,0.278244719607756
"1302",13,0.304631486767903,0.578446587314829
"1303",13,0.173763865372166,0.458327055443078
"1304",13,0.0372601072303951,0.579933606553823
"1305",13,0.671109021175653,0.136288705980405
"1306",13,0.0953897626604885,0.100793696939945
"1307",13,0.87593318335712,0.889686426147819
"1308",13,0,0
"1309",13,0,0
"1310",13,0,0
"1311",13,0,0
"1312",13,0,0
"1313",13,0,0
"1314",13,0,0
"1315",13,0,0
"1316",13,0,0
"1317",13,0,0
"1318",13,0,0
"1319",13,0,0
"1320",13,0,0
"1321",13,0,0
"1322",13,0,0
"1323",13,0,0
"1324",13,0,0
"1325",13,0,0
"1326",13,0,0
"1327",13,0,0
"1328",13,0,0
"1329",13,0,0
"1330",13,0,0
"1331",13,0,0
"1332",13,0,0
"1333",13,0,0
"1334",13,0,0
"1335",13,0,0
"1336",13,0,0
"1337",13,0,0
"1338",13,0,0
"1339",13,0,0
"1340",13,0,0
"1341",13,0,0
"1342",13,0,0
"1343",13,0,0
"1344",13,0,0
"1345",13,0,0
"1346",13,0,0
"1347",13,0,0
"1348",13,0,0
"1349",13,0,0
"1350",13,0,0
"1351",13,0.255790132796392,0.835361277218908
"1352",13,0.661516373511404,0.960144058335572
"1353",13,0.400828703306615,0.538370719179511
"1354",13,0.482572684064507,0.766300542047247
"1355",13,0.599473499925807,0.764521463075653
"1356",13,0.807895675767213,0.0512508419342339
"1357",13,1,1
"1358",13,1,1
"1359",13,1,1
"1360",13,1,1
"1361",13,1,1
"1362",13,1,1
"1363",13,1,1
"1364",13,1,1
"1365",13,1,1
"1366",13,1,1
"1367",13,1,1
"1368",13,1,1
"1369",13,1,1
"1370",13,1,1
"1371",13,1,1
"1372",13,1,1
"1373",13,1,1
"1374",13,1,1
"1375",13,1,1
"1376",13,1,1
"1377",13,1,1
"1378",13,1,1
"1379",13,1,1
"1380",13,1,1
"1381",13,1,1
"1382",13,1,1
"1383",13,1,1
"1384",13,1,1
"1385",13,1,1
"1386",13,1,1
"1387",13,1,1
