    Step      data
121    0 0.0000000
122    0 0.0000000
123    0 0.0000000
124    0 0.0000000
125    0 0.0000000
126    0 0.0000000
127    0 0.0000000
128    0 0.0000000
129    0 0.0000000
130    0 0.0000000
131    0 0.0000000
132    0 0.0000000
133    0 0.0000000
134    0 0.0000000
135    0 0.0000000
136    0 0.0000000
137    0 0.0000000
138    0 0.0000000
139    0 0.0000000
140    0 0.0000000
141    0 0.0000000
142    0 0.0000000
143    0 0.0000000
144    0 0.0000000
145    0 0.0000000
146    0 0.0000000
147    0 0.0000000
148    0 0.0000000
149    0 0.0000000
150    0 0.0000000
151    0 0.0000000
152    0 0.0000000
153    0 0.0000000
154    0 0.0000000
155    0 0.0000000
156    0 0.0000000
157    0 0.0000000
158    0 0.0000000
159    0 0.0000000
160    0 0.0000000
161    0 0.0000000
162    0 0.0000000
163    0 0.0000000
164    0 0.0000000
165    0 0.0000000
166    0 0.0000000
167    0 0.0000000
168    0 0.0000000
169    0 0.0000000
170    0 0.0000000
171    0 0.0000000
172    0 0.0000000
173    0 0.0000000
174    0 0.0000000
175    0 0.0000000
176    0 0.0000000
177    0 0.0000000
178    0 0.0000000
179    0 0.0000000
180    0 0.0000000
181    0 0.0000000
182    0 0.0000000
183    0 0.0000000
184    0 0.0000000
185    0 0.0000000
186    0 0.0000000
187    0 0.0000000
188    0 0.0000000
189    0 0.0000000
190    0 0.0000000
191    0 0.0000000
192    0 0.0000000
193    0 0.0000000
194    0 0.0000000
195    0 0.0000000
196    0 0.0000000
197    0 0.0000000
198    0 0.0000000
199    0 0.0000000
200    0 0.0000000
201    0 1.0000000
202    0 1.0000000
203    0 1.0000000
204    0 1.0000000
205    0 1.0000000
206    0 1.0000000
207    0 1.0000000
208    0 1.0000000
209    0 1.0000000
210    0 1.0000000
211    0 1.0000000
212    0 1.0000000
213    0 1.0000000
214    0 1.0000000
215    0 1.0000000
216    0 1.0000000
217    0 1.0000000
218    0 1.0000000
219    0 1.0000000
220    0 1.0000000
221    0 1.0000000
222    0 1.0000000
223    0 1.0000000
224    0 1.0000000
225    0 1.0000000
226    0 1.0000000
227    0 1.0000000
228    0 1.0000000
229    0 1.0000000
230    0 1.0000000
231    0 1.0000000
232    0 1.0000000
233    0 1.0000000
234    0 1.0000000
235    0 1.0000000
236    0 1.0000000
237    0 1.0000000
238    0 1.0000000
239    0 1.0000000
240    0 1.0000000
241    0 1.0000000
242    0 1.0000000
243    0 1.0000000
244    0 1.0000000
245    0 1.0000000
246    0 1.0000000
247    0 1.0000000
248    0 1.0000000
249    0 1.0000000
250    0 1.0000000
251    0 1.0000000
252    0 1.0000000
253    0 1.0000000
254    0 1.0000000
255    0 1.0000000
256    0 1.0000000
257    0 1.0000000
258    0 1.0000000
259    0 1.0000000
260    0 1.0000000
261    0 1.0000000
262    0 1.0000000
263    0 1.0000000
264    0 1.0000000
265    0 1.0000000
266    0 1.0000000
267    0 1.0000000
268    0 1.0000000
269    0 1.0000000
270    0 1.0000000
271    0 1.0000000
272    0 1.0000000
273    0 1.0000000
274    0 1.0000000
275    0 1.0000000
276    0 1.0000000
277    0 1.0000000
278    0 1.0000000
279    0 1.0000000
280    0 1.0000000
281    0 1.0000000
282    0 1.0000000
283    0 1.0000000
284    0 1.0000000
285    0 1.0000000
286    0 1.0000000
287    0 1.0000000
288    0 1.0000000
289    0 1.0000000
290    0 1.0000000
291    0 1.0000000
292    0 1.0000000
293    0 1.0000000
294    0 1.0000000
295    0 1.0000000
296    0 1.0000000
297    0 1.0000000
298    0 1.0000000
299    0 1.0000000
300    0 1.0000000
301    0 1.0000000
302    0 1.0000000
303    0 1.0000000
304    0 1.0000000
305    0 1.0000000
306    0 1.0000000
307    0 1.0000000
308    0 1.0000000
309    0 1.0000000
310    0 1.0000000
311    0 1.0000000
312    0 1.0000000
313    0 1.0000000
314    0 1.0000000
315    0 1.0000000
316    0 1.0000000
317    0 1.0000000
318    0 1.0000000
319    0 1.0000000
320    0 1.0000000
321    0 1.0000000
322    0 1.0000000
323    0 1.0000000
324    0 1.0000000
325    0 1.0000000
326    0 1.0000000
327    0 1.0000000
328    0 1.0000000
329    0 1.0000000
330    0 1.0000000
331    0 1.0000000
332    0 1.0000000
333    0 1.0000000
334    0 1.0000000
335    0 1.0000000
336    0 1.0000000
337    0 1.0000000
338    0 1.0000000
339    0 1.0000000
340    0 1.0000000
341    0 1.0000000
342    0 1.0000000
343    0 1.0000000
344    0 1.0000000
345    0 1.0000000
346    0 1.0000000
347    0 1.0000000
348    0 1.0000000
349    0 1.0000000
350    0 1.0000000
351    0 1.0000000
352    0 1.0000000
353    0 1.0000000
354    0 1.0000000
355    0 1.0000000
356    0 1.0000000
357    0 1.0000000
358    0 1.0000000
359    0 1.0000000
360    0 1.0000000
361    0 1.0000000
362    0 1.0000000
363    0 1.0000000
364    0 1.0000000
365    0 1.0000000
366    0 1.0000000
367    0 1.0000000
368    0 1.0000000
369    0 1.0000000
370    0 1.0000000
371    0 1.0000000
372    0 1.0000000
373    0 1.0000000
374    0 1.0000000
375    0 1.0000000
376    0 1.0000000
377    0 1.0000000
378    0 1.0000000
379    0 1.0000000
380    0 1.0000000
381    0 1.0000000
382    0 1.0000000
383    0 1.0000000
384    0 1.0000000
385    0 1.0000000
386    0 1.0000000
387    0 1.0000000
388    0 1.0000000
389    0 1.0000000
390    0 1.0000000
391    0 1.0000000
392    0 1.0000000
393    0 1.0000000
394    0 1.0000000
395    0 1.0000000
396    0 1.0000000
397    0 1.0000000
398    0 1.0000000
399    0 1.0000000
400    0 1.0000000
401    1 0.5168029
402    1 0.0000000
403    1 0.0000000
404    1 0.0000000
405    1 0.0000000
406    1 0.0000000
407    1 0.0000000
408    1 0.0000000
409    1 0.0000000
410    1 0.0000000
411    1 0.0000000
412    1 0.0000000
413    1 0.0000000
414    1 0.0000000
415    1 0.0000000
416    1 0.0000000
417    1 0.0000000
418    1 0.0000000
419    1 0.0000000
420    1 0.0000000
421    1 0.0000000
422    1 0.0000000
423    1 0.0000000
424    1 0.0000000
425    1 0.0000000
426    1 0.0000000
427    1 0.0000000
428    1 0.0000000
429    1 0.0000000
430    1 0.0000000
431    1 0.0000000
432    1 0.0000000
433    1 0.0000000
434    1 0.0000000
435    1 0.0000000
436    1 0.0000000
437    1 0.0000000
438    1 0.0000000
439    1 0.0000000
440    1 0.0000000
441    1 0.0000000
442    1 0.0000000
443    1 0.0000000
444    1 0.0000000
445    1 0.0000000
446    1 0.0000000
447    1 0.0000000
448    1 0.0000000
449    1 0.0000000
450    1 0.0000000
451    1 0.0000000
452    1 0.0000000
453    1 0.0000000
454    1 0.0000000
455    1 0.0000000
456    1 0.0000000
457    1 0.0000000
458    1 0.0000000
459    1 0.0000000
460    1 0.0000000
461    1 0.0000000
462    1 0.0000000
463    1 0.0000000
464    1 0.0000000
465    1 0.0000000
466    1 0.0000000
467    1 0.0000000
468    1 0.0000000
469    1 0.0000000
470    1 0.0000000
471    1 0.0000000
472    1 0.0000000
473    1 0.0000000
474    1 0.0000000
475    1 0.0000000
476    1 0.0000000
477    1 0.0000000
478    1 0.0000000
479    1 0.0000000
480    1 0.0000000
481    1 0.0000000
482    1 0.0000000
483    1 0.0000000
484    1 0.0000000
485    1 0.0000000
486    1 0.0000000
487    1 0.0000000
488    1 0.0000000
489    1 0.0000000
490    1 0.0000000
491    1 0.0000000
492    1 0.0000000
493    1 0.0000000
494    1 0.0000000
495    1 0.0000000
496    1 0.0000000
497    1 0.0000000
498    1 0.0000000
499    1 0.0000000
500    1 0.0000000
 [ reached 'max' / getOption("max.print") -- omitted 159900 rows ]
    Step Cluster data
1      0       2    0
2      0       2    0
3      0       2    0
4      0       2    0
5      0       2    0
6      0       2    0
7      0       2    0
8      0       2    0
9      0       2    0
10     0       2    0
11     0       2    0
12     0       2    0
13     0       2    0
14     0       2    0
15     0       2    0
16     0       2    0
17     0       2    0
18     0       2    0
19     0       2    0
20     0       2    0
21     0       2    0
22     0       2    0
23     0       2    0
24     0       2    0
25     0       2    0
26     0       2    0
27     0       2    0
28     0       2    0
29     0       2    0
30     0       2    0
31     0       2    0
32     0       2    0
33     0       2    0
34     0       2    0
35     0       2    0
36     0       2    0
37     0       2    0
38     0       2    0
39     0       2    0
40     0       2    0
41     0       2    0
42     0       2    0
43     0       2    0
44     0       2    0
45     0       2    0
46     0       2    0
47     0       2    0
48     0       2    0
49     0       2    0
50     0       2    0
51     0       2    0
52     0       2    0
53     0       2    0
54     0       2    0
55     0       2    0
56     0       2    0
57     0       2    0
58     0       2    0
59     0       2    0
60     0       2    0
61     0       2    0
62     0       2    0
63     0       2    0
64     0       2    0
65     0       2    0
66     0       2    0
67     0       2    0
68     0       2    0
69     0       2    0
70     0       2    0
71     0       2    0
72     0       2    0
73     0       2    0
74     0       2    0
75     0       2    0
76     0       2    0
77     0       2    0
78     0       2    0
79     0       2    0
80     0       2    0
81     0       2    0
82     0       2    0
83     0       2    0
84     0       2    0
85     0       2    0
86     0       2    0
87     0       2    0
88     0       2    0
89     0       2    0
90     0       2    0
91     0       2    0
92     0       2    0
93     0       2    0
94     0       2    0
95     0       2    0
96     0       2    0
97     0       2    0
98     0       2    0
99     0       2    0
100    0       2    0
101    0       2    0
102    0       2    0
103    0       2    0
104    0       2    0
105    0       2    0
106    0       2    0
107    0       2    0
108    0       2    0
109    0       2    0
110    0       2    0
111    0       2    0
112    0       2    0
113    0       2    0
114    0       2    0
115    0       2    0
116    0       2    0
117    0       2    0
118    0       2    0
119    0       2    0
120    0       2    0
121    0       2    0
122    0       2    0
123    0       2    0
124    0       2    0
125    0       2    0
126    0       2    0
127    0       2    0
128    0       2    0
129    0       2    0
130    0       2    0
131    0       2    0
132    0       2    0
133    0       2    0
134    0       2    0
135    0       2    0
136    0       2    0
137    0       2    0
138    0       2    0
139    0       2    0
140    0       2    0
141    0       2    0
142    0       2    0
143    0       2    0
144    0       2    0
145    0       2    0
146    0       2    0
147    0       2    0
148    0       2    0
149    0       2    0
150    0       2    0
151    0       2    0
152    0       2    0
153    0       2    0
154    0       2    0
155    0       2    0
156    0       2    0
157    0       2    0
158    0       2    0
159    0       2    0
160    0       2    0
161    0       2    0
162    0       2    0
163    0       2    0
164    0       2    0
165    0       2    0
166    0       2    0
167    0       2    0
168    0       2    0
169    0       2    0
170    0       2    0
171    0       2    0
172    0       2    0
173    0       2    0
174    0       2    0
175    0       2    0
176    0       2    0
177    0       2    0
178    0       2    0
179    0       2    0
180    0       2    0
181    0       2    0
182    0       2    0
183    0       2    0
184    0       2    0
185    0       2    0
186    0       2    0
187    0       2    0
188    0       2    0
189    0       2    0
190    0       2    0
191    0       2    0
192    0       2    0
193    0       2    0
194    0       2    0
195    0       2    0
196    0       2    0
197    0       2    0
198    0       2    0
199    0       2    0
200    0       2    0
201    0       1    1
202    0       1    1
203    0       1    1
204    0       1    1
205    0       1    1
206    0       1    1
207    0       1    1
208    0       1    1
209    0       1    1
210    0       1    1
211    0       1    1
212    0       1    1
213    0       1    1
214    0       1    1
215    0       1    1
216    0       1    1
217    0       1    1
218    0       1    1
219    0       1    1
220    0       1    1
221    0       1    1
222    0       1    1
223    0       1    1
224    0       1    1
225    0       1    1
226    0       1    1
227    0       1    1
228    0       1    1
229    0       1    1
230    0       1    1
231    0       1    1
232    0       1    1
233    0       1    1
234    0       1    1
235    0       1    1
236    0       1    1
237    0       1    1
238    0       1    1
239    0       1    1
240    0       1    1
241    0       1    1
242    0       1    1
243    0       1    1
244    0       1    1
245    0       1    1
246    0       1    1
247    0       1    1
248    0       1    1
249    0       1    1
250    0       1    1
251    0       1    1
252    0       1    1
253    0       1    1
254    0       1    1
255    0       1    1
256    0       1    1
257    0       1    1
258    0       1    1
259    0       1    1
260    0       1    1
261    0       1    1
262    0       1    1
263    0       1    1
264    0       1    1
265    0       1    1
266    0       1    1
267    0       1    1
268    0       1    1
269    0       1    1
270    0       1    1
271    0       1    1
272    0       1    1
273    0       1    1
274    0       1    1
275    0       1    1
276    0       1    1
277    0       1    1
278    0       1    1
279    0       1    1
280    0       1    1
281    0       1    1
282    0       1    1
283    0       1    1
284    0       1    1
285    0       1    1
286    0       1    1
287    0       1    1
288    0       1    1
289    0       1    1
290    0       1    1
291    0       1    1
292    0       1    1
293    0       1    1
294    0       1    1
295    0       1    1
296    0       1    1
297    0       1    1
298    0       1    1
299    0       1    1
300    0       1    1
301    0       1    1
302    0       1    1
303    0       1    1
304    0       1    1
305    0       1    1
306    0       1    1
307    0       1    1
308    0       1    1
309    0       1    1
310    0       1    1
311    0       1    1
312    0       1    1
313    0       1    1
314    0       1    1
315    0       1    1
316    0       1    1
317    0       1    1
318    0       1    1
319    0       1    1
320    0       1    1
321    0       1    1
322    0       1    1
323    0       1    1
324    0       1    1
325    0       1    1
326    0       1    1
327    0       1    1
328    0       1    1
329    0       1    1
330    0       1    1
331    0       1    1
332    0       1    1
333    0       1    1
 [ reached 'max' / getOption("max.print") -- omitted 160067 rows ]
     Step intracls_average.c1 intracls_average.c2 intracls_centroid.c1 intracls_centroid.c2
c1      0               0.000               0.000 0.000000000000000666 0.000000000000000000
c2      0               0.000               0.000 0.000000000000000666 0.000000000000000000
c11     1             0.00481             0.00000              0.00478              0.00000
c21     1             0.00481             0.00000              0.00478              0.00000
c12     2             0.00653             0.00000              0.00648              0.00000
c22     2             0.00653             0.00000              0.00648              0.00000
c13     3              0.0112              0.0000               0.0111               0.0000
c23     3              0.0112              0.0000               0.0111               0.0000
c14     4             0.01122             0.00498              0.01113              0.00496
c24     4             0.01122             0.00498              0.01113              0.00496
c15     5             0.00501             0.01176              0.00498              0.01162
c25     5             0.00501             0.01176              0.00498              0.01162
c16     6             0.01405             0.00501              0.01387              0.00498
c26     6             0.01405             0.00501              0.01387              0.00498
c17     7             0.01405             0.00526              0.01387              0.00521
c27     7             0.01405             0.00526              0.01387              0.00521
c18     8             0.00976             0.01412              0.00966              0.01394
c28     8             0.00976             0.01412              0.00966              0.01394
c19     9              0.0141              0.0131               0.0139               0.0130
c29     9              0.0141              0.0131               0.0139               0.0130
c110   10              0.0133              0.0142               0.0131               0.0140
c210   10              0.0133              0.0142               0.0131               0.0140
c111   11              0.0134              0.0151               0.0132               0.0149
c211   11              0.0134              0.0151               0.0132               0.0149
c112   12              0.0152              0.0180               0.0150               0.0177
c212   12              0.0152              0.0180               0.0150               0.0177
c113   13              0.0152              0.0181               0.0149               0.0178
c213   13              0.0152              0.0181               0.0149               0.0178
c114   14              0.0181              0.0181               0.0178               0.0177
c214   14              0.0181              0.0181               0.0178               0.0177
c115   15              0.0195              0.0181               0.0191               0.0177
c215   15              0.0195              0.0181               0.0191               0.0177
c116   16              0.0195              0.0191               0.0191               0.0187
c216   16              0.0195              0.0191               0.0191               0.0187
c117   17              0.0229              0.0191               0.0225               0.0187
c217   17              0.0229              0.0191               0.0225               0.0187
c118   18              0.0250              0.0192               0.0245               0.0188
c218   18              0.0250              0.0192               0.0245               0.0188
c119   19              0.0251              0.0217               0.0246               0.0213
c219   19              0.0251              0.0217               0.0246               0.0213
c120   20              0.0218              0.0279               0.0214               0.0273
c220   20              0.0218              0.0279               0.0214               0.0273
c121   21              0.0237              0.0281               0.0231               0.0275
c221   21              0.0237              0.0281               0.0231               0.0275
c122   22              0.0320              0.0238               0.0313               0.0232
c222   22              0.0320              0.0238               0.0313               0.0232
c123   23              0.0360              0.0238               0.0352               0.0232
c223   23              0.0360              0.0238               0.0352               0.0232
c124   24              0.0360              0.0279               0.0352               0.0272
c224   24              0.0360              0.0279               0.0352               0.0272
c125   25              0.0362              0.0291               0.0354               0.0284
c225   25              0.0362              0.0291               0.0354               0.0284
c126   26              0.0362              0.0291               0.0354               0.0284
c226   26              0.0362              0.0291               0.0354               0.0284
c127   27              0.0364              0.0318               0.0356               0.0309
c227   27              0.0364              0.0318               0.0356               0.0309
c128   28              0.0395              0.0319               0.0386               0.0311
c228   28              0.0395              0.0319               0.0386               0.0311
c129   29              0.0348              0.0397               0.0338               0.0388
c229   29              0.0348              0.0397               0.0338               0.0388
c130   30              0.0402              0.0349               0.0391               0.0339
c230   30              0.0402              0.0349               0.0391               0.0339
c131   31              0.0446              0.0349               0.0433               0.0339
c231   31              0.0446              0.0349               0.0433               0.0339
c132   32              0.0446              0.0356               0.0433               0.0345
c232   32              0.0446              0.0356               0.0433               0.0345
c133   33              0.0369              0.0448               0.0357               0.0435
c233   33              0.0369              0.0448               0.0357               0.0435
c134   34              0.0371              0.0462               0.0359               0.0448
c234   34              0.0371              0.0462               0.0359               0.0448
c135   35              0.0464              0.0388               0.0450               0.0375
c235   35              0.0464              0.0388               0.0450               0.0375
c136   36              0.0464              0.0422               0.0450               0.0407
c236   36              0.0464              0.0422               0.0450               0.0407
c137   37              0.0496              0.0422               0.0480               0.0407
c237   37              0.0496              0.0422               0.0480               0.0407
c138   38              0.0436              0.0496               0.0421               0.0480
c238   38              0.0436              0.0496               0.0421               0.0480
c139   39              0.0436              0.0517               0.0421               0.0501
c239   39              0.0436              0.0517               0.0421               0.0501
c140   40              0.0536              0.0438               0.0519               0.0423
c240   40              0.0536              0.0438               0.0519               0.0423
c141   41              0.0438              0.0544               0.0423               0.0524
c241   41              0.0438              0.0544               0.0423               0.0524
c142   42              0.0441              0.0550               0.0425               0.0529
c242   42              0.0441              0.0550               0.0425               0.0529
c143   43              0.0456              0.0553               0.0440               0.0531
c243   43              0.0456              0.0553               0.0440               0.0531
c144   44              0.0459              0.0553               0.0442               0.0529
c244   44              0.0459              0.0553               0.0442               0.0529
c145   45              0.0460              0.0555               0.0442               0.0531
c245   45              0.0460              0.0555               0.0442               0.0531
c146   46              0.0555              0.0488               0.0531               0.0468
c246   46              0.0555              0.0488               0.0531               0.0468
c147   47              0.0558              0.0490               0.0533               0.0467
c247   47              0.0558              0.0490               0.0533               0.0467
c148   48              0.0492              0.0577               0.0469               0.0552
c248   48              0.0492              0.0577               0.0469               0.0552
c149   49              0.0580              0.0491               0.0554               0.0467
c249   49              0.0580              0.0491               0.0554               0.0467
c150   50              0.0494              0.0601               0.0469               0.0574
c250   50              0.0494              0.0601               0.0469               0.0574
c151   51              0.0532              0.0604               0.0505               0.0577
c251   51              0.0532              0.0604               0.0505               0.0577
c152   52              0.0613              0.0534               0.0584               0.0507
c252   52              0.0613              0.0534               0.0584               0.0507
c153   53              0.0616              0.0534               0.0584               0.0507
c253   53              0.0616              0.0534               0.0584               0.0507
c154   54              0.0555              0.0616               0.0526               0.0584
c254   54              0.0555              0.0616               0.0526               0.0584
c155   55              0.0630              0.0555               0.0597               0.0526
     intercls_centroid.c1 intercls_centroid.c2 cluster_size cluster_center
c1                  0.000                1.000          200          1.000
c2                  1.000                0.000          200          0.000
c11                 0.000                0.998          201          0.998
c21                 0.998                0.000          199          0.000
c12                 0.000                0.997          201          0.997
c22                 0.997                0.000          199          0.000
c13                 0.000                0.994          202          0.994
c23                 0.994                0.000          198          0.000
c14                 0.000                0.992          201        0.99435
c24                 0.992                0.000          199        0.00249
c15                 0.000                0.992          198         0.0025
c25                 0.992                0.000          202         0.9941
c16                 0.000                0.990          202         0.9929
c26                 0.990                0.000          198         0.0025
c17                 0.000                0.990          202        0.99289
c27                 0.990                0.000          198        0.00263
c18                 0.000                0.988          199        0.00491
c28                 0.988                0.000          201        0.99285
c19                 0.000                0.986          201        0.99285
c29                 0.986                0.000          199        0.00664
c110                0.000                0.986          200        0.00674
c210                0.986                0.000          200        0.99282
c111                0.000                0.986          199        0.00677
c211                0.986                0.000          201        0.99232
c112                0.000                0.983          200        0.99228
c212                0.983                0.000          200        0.00912
c113                0.000                0.983          201        0.99231
c213                0.983                0.000          199        0.00917
c114                0.000                0.982          199        0.00917
c214                0.982                0.000          201        0.99079
c115                0.000                0.981          199        0.00991
c215                0.981                0.000          201        0.99079
c116                0.000                0.980          199        0.00991
c216                0.980                0.000          201        0.99023
c117                0.000                0.979          199         0.0117
c217                0.979                0.000          201         0.9902
c118                0.000                0.977          200         0.0128
c218                0.977                0.000          200         0.9902
c119                0.000                0.976          199         0.0129
c219                0.976                0.000          201         0.9889
c120                0.000                0.974          200         0.9888
c220                0.974                0.000          200         0.0144
c121                0.000                0.973          201         0.9878
c221                0.973                0.000          199         0.0145
c122                0.000                0.971          200         0.0166
c222                0.971                0.000          200         0.9878
c123                0.000                0.969          200         0.0187
c223                0.969                0.000          200         0.9878
c124                0.000                0.967          200         0.0187
c224                0.967                0.000          200         0.9856
c125                0.000                0.966          199         0.0188
c225                0.966                0.000          201         0.9849
c126                0.000                0.966          199         0.0188
c226                0.966                0.000          201         0.9849
c127                0.000                0.965          198         0.0189
c227                0.965                0.000          202         0.9834
c128                0.000                0.963          199         0.0206
c228                0.963                0.000          201         0.9833
c129                0.000                0.961          202         0.9818
c229                0.961                0.000          198         0.0207
c130                0.000                0.961          199          0.021
c230                0.961                0.000          201          0.982
c131                0.000                0.958          199         0.0234
c231                0.958                0.000          201         0.9817
c132                0.000                0.958          199         0.0234
c232                0.958                0.000          201         0.9813
c133                0.000                0.957          202         0.9805
c233                0.957                0.000          198         0.0235
c134                0.000                0.956          201         0.9805
c234                0.956                0.000          199         0.0243
c135                0.000                0.955          198         0.0245
c235                0.955                0.000          202         0.9795
c136                0.000                0.953          198         0.0245
c236                0.953                0.000          202         0.9776
c137                0.000                0.951          198         0.0263
c237                0.951                0.000          202         0.9776
c138                0.000                0.950          202         0.9767
c238                0.950                0.000          198         0.0263
c139                0.000                0.949          202         0.9767
c239                0.949                0.000          198         0.0275
c140                0.000                0.948          199         0.0286
c240                0.948                0.000          201         0.9766
c141                0.000                0.947          201         0.9766
c241                0.947                0.000          199         0.0291
c142                0.000                0.947          200         0.9765
c242                0.947                0.000          200         0.0295
c143                0.000                0.946          201         0.9755
c243                0.946                0.000          199         0.0296
c144                0.000                0.946          200         0.9754
c244                0.946                0.000          200         0.0297
c145                0.000                0.945          201         0.9753
c245                0.945                0.000          199         0.0298
c146                0.000                0.944          199         0.0298
c246                0.944                0.000          201         0.9737
c147                0.000                0.944          198          0.030
c247                0.944                0.000          202          0.974
c148                0.000                0.942          201         0.9734
c248                0.942                0.000          199         0.0311
c149                0.000                0.942          198         0.0313
c249                0.942                0.000          202         0.9735
c150                0.000                0.941          201         0.9733
c250                0.941                0.000          199         0.0326
c151                0.000                0.938          202         0.9712
c251                0.938                0.000          198         0.0327
c152                0.000                0.938          199         0.0333
c252                0.938                0.000          201         0.9710
c153                0.000                0.938          199         0.0335
c253                0.938                0.000          201         0.9710
c154                0.000                0.936          201         0.9698
c254                0.936                0.000          199         0.0335
c155                0.000                0.935          199         0.0344
 [ reached 'max' / getOption("max.print") -- omitted 691 rows ]
