"","Step","Cluster_1_Percentage","Cluster_2_Percentage"
"187",87,50.5,49.5
"188",88,50.75,49.25
"189",89,50.75,49.25
"190",90,51,49
"191",91,51,49
"192",92,51.25,48.75
"193",93,51.25,48.75
"194",94,51.25,48.75
"195",95,51.25,48.75
"196",96,51.5,48.5
"197",97,51.5,48.5
"198",98,50.5,49.5
"199",99,55.25,44.75
"1100",100,55.5,44.5
"1101",101,55.5,44.5
"1102",102,55.75,44.25
"1103",103,55.75,44.25
"1104",104,56,44
"1105",105,46.25,53.75
"1106",106,46.5,53.5
"1107",107,46.25,53.75
"1108",108,46.5,53.5
"1109",109,46.5,53.5
"1110",110,46.5,53.5
"1111",111,46.25,53.75
"1112",112,46.25,53.75
"1113",113,46.25,53.75
"1114",114,46.5,53.5
"1115",115,52,48
"1116",116,52.25,47.75
"1117",117,52.25,47.75
"1118",118,57.5,42.5
"1119",119,57.5,42.5
"1120",120,57.5,42.5
"1121",121,57.25,42.75
"1122",122,57.25,42.75
"1123",123,57,43
"1124",124,57,43
"1125",125,56.75,43.25
"1126",126,56.75,43.25
"1127",127,56.75,43.25
"1128",128,57,43
"1129",129,56.75,43.25
"1130",130,57,43
"1131",131,57,43
"1132",132,57.25,42.75
"1133",133,57.25,42.75
"1134",134,57.5,42.5
"1135",135,57.25,42.75
"1136",136,52,48
"1137",137,57.5,42.5
"1138",138,57.75,42.25
"1139",139,57.75,42.25
"1140",140,58,42
"1141",141,58,42
"1142",142,58.25,41.75
"1143",143,58.25,41.75
"1144",144,58.5,41.5
"1145",145,58.5,41.5
"1146",146,58.5,41.5
"1147",147,58.25,41.75
"1148",148,58.5,41.5
"1149",149,58.5,41.5
"1150",150,58.75,41.25
"1151",151,53,47
"1152",152,53.25,46.75
"1153",153,53.25,46.75
"1154",154,53.5,46.5
"1155",155,53.5,46.5
"1156",156,53.5,46.5
"1157",157,53.5,46.5
"1158",158,53.75,46.25
"1159",159,53.75,46.25
"1160",160,53.75,46.25
"1161",161,53.5,46.5
"1162",162,53.75,46.25
"1163",163,53.75,46.25
"1164",164,54,46
"1165",165,54,46
"1166",166,54.25,45.75
"1167",167,54.25,45.75
"1168",168,43.75,56.25
"1169",169,43.5,56.5
"1170",170,43.5,56.5
"1171",171,43.25,56.75
"1172",172,54.5,45.5
"1173",173,54.25,45.75
"1174",174,54.5,45.5
"1175",175,54.25,45.75
"1176",176,54.25,45.75
"1177",177,54,46
"1178",178,54.25,45.75
"1179",179,54.25,45.75
"1180",180,54.5,45.5
"1181",181,54.25,45.75
"1182",182,54.25,45.75
"1183",183,54.25,45.75
"1184",184,54.5,45.5
"1185",185,54.5,45.5
"1186",186,61.5,38.5
"1187",187,61.5,38.5
"1188",188,61.75,38.25
"1189",189,54,46
"1190",190,62,38
"1191",191,62,38
"1192",192,62,38
"1193",193,62,38
"1194",194,54.5,45.5
"1195",195,54.5,45.5
"1196",196,54.5,45.5
"1197",197,54.5,45.5
"1198",198,54.75,45.25
"1199",199,54.75,45.25
"1200",200,55,45
"1201",201,54.75,45.25
"1202",202,54.75,45.25
"1203",203,54.5,45.5
"1204",204,54.75,45.25
"1205",205,54.5,45.5
"1206",206,54.5,45.5
"1207",207,54.5,45.5
"1208",208,54.75,45.25
"1209",209,54.75,45.25
"1210",210,54.75,45.25
"1211",211,54.5,45.5
"1212",212,41.75,58.25
"1213",213,41.5,58.5
"1214",214,41.5,58.5
"1215",215,41.25,58.75
"1216",216,41.25,58.75
"1217",217,41,59
"1218",218,41.25,58.75
"1219",219,41.25,58.75
"1220",220,41.25,58.75
"1221",221,41,59
"1222",222,41,59
"1223",223,41,59
"1224",224,41.25,58.75
"1225",225,41,59
"1226",226,41,59
"1227",227,40.75,59.25
"1228",228,54.75,45.25
"1229",229,54.75,45.25
"1230",230,55,45
"1231",231,41,59
"1232",232,41,59
"1233",233,64.5,35.5
"1234",234,64.5,35.5
"1235",235,64.5,35.5
"1236",236,64.5,35.5
"1237",237,64.25,35.75
"1238",238,64.5,35.5
"1239",239,64.5,35.5
"1240",240,64.5,35.5
"1241",241,64.25,35.75
"1242",242,64.5,35.5
"1243",243,54.75,45.25
"1244",244,55,45
"1245",245,55,45
"1246",246,55,45
"1247",247,54.75,45.25
"1248",248,54.75,45.25
"1249",249,54.5,45.5
"1250",250,54.75,45.25
"1251",251,54.75,45.25
"1252",252,55,45
"1253",253,54.75,45.25
"1254",254,54.75,45.25
"1255",255,54.5,45.5
"1256",256,54.75,45.25
"1257",257,54.75,45.25
"1258",258,55,45
"1259",259,55,45
"1260",260,55,45
"1261",261,55,45
"1262",262,55.25,44.75
"1263",263,55.25,44.75
"1264",264,55.5,44.5
"1265",265,55.25,44.75
"1266",266,55.25,44.75
"1267",267,55.25,44.75
"1268",268,55.25,44.75
"1269",269,55,45
"1270",270,55,45
"1271",271,54.75,45.25
"1272",272,54.75,45.25
"1273",273,54.75,45.25
"1274",274,55,45
"1275",275,55,45
"1276",276,55,45
"1277",277,54.75,45.25
"1278",278,55,45
"1279",279,54.75,45.25
"1280",280,54.75,45.25
"1281",281,54.75,45.25
"1282",282,54.75,45.25
"1283",283,54.75,45.25
"1284",284,54.75,45.25
"1285",285,54.75,45.25
"1286",286,55,45
"1287",287,54.75,45.25
"1288",288,55,45
"1289",289,55,45
"1290",290,55.25,44.75
"1291",291,55.25,44.75
"1292",292,55.25,44.75
"1293",293,55.25,44.75
"1294",294,55.25,44.75
"1295",295,55.25,44.75
"1296",296,55.25,44.75
"1297",297,55,45
"1298",298,55,45
"1299",299,54.75,45.25
"1300",300,55,45
"1301",301,54.75,45.25
"1302",302,54.75,45.25
"1303",303,54.75,45.25
"1304",304,55,45
"1305",305,54.75,45.25
"1306",306,54.75,45.25
"1307",307,67.5,32.5
"1308",308,35.75,64.25
"1309",309,67.5,32.5
"1310",310,67.75,32.25
"1311",311,67.75,32.25
"1312",312,68,32
"1313",313,55,45
"1314",314,55.25,44.75
"1315",315,55.25,44.75
"1316",316,68.5,31.5
"1317",317,55.25,44.75
"1318",318,68.25,31.75
"1319",319,68,32
"1320",320,68,32
"1321",321,68,32
"1322",322,68.25,31.75
"1323",323,68.25,31.75
"1324",324,68.5,31.5
"1325",325,68.5,31.5
"1326",326,68.75,31.25
"1327",327,68.5,31.5
"1328",328,68.75,31.25
"1329",329,68.75,31.25
"1330",330,58.75,41.25
"1331",331,69,31
"1332",332,69,31
"1333",333,69,31
"1334",334,69.25,30.75
"1335",335,69.25,30.75
"1336",336,69.5,30.5
"1337",337,69.5,30.5
"1338",338,69.75,30.25
"1339",339,69.75,30.25
"1340",340,70,30
"1341",341,70,30
"1342",342,70,30
"1343",343,70,30
"1344",344,70.25,29.75
"1345",345,70.25,29.75
"1346",346,70.5,29.5
"1347",347,70.25,29.75
"1348",348,70.5,29.5
"1349",349,70.25,29.75
"1350",350,70.5,29.5
"1351",351,70.25,29.75
"1352",352,70.5,29.5
"1353",353,70.5,29.5
"1354",354,70.5,29.5
"1355",355,70.25,29.75
"1356",356,70.5,29.5
"1357",357,70.5,29.5
"1358",358,70.75,29.25
"1359",359,70.5,29.5
"1360",360,70.75,29.25
"1361",361,70.5,29.5
"1362",362,70.5,29.5
"1363",363,70.5,29.5
"1364",364,70.5,29.5
"1365",365,70.5,29.5
"1366",366,70.75,29.25
"1367",367,70.75,29.25
"1368",368,58.5,41.5
"1369",369,58.25,41.75
"1370",370,31.5,68.5
"1371",371,31.5,68.5
"1372",372,31.5,68.5
"1373",373,31.25,68.75
"1374",374,31.5,68.5
"1375",375,31.25,68.75
"1376",376,31.5,68.5
"1377",377,31.25,68.75
"1378",378,31.5,68.5
"1379",379,31.25,68.75
"1380",380,31.5,68.5
"1381",381,31.25,68.75
"1382",382,31.25,68.75
"1383",383,31,69
"1384",384,31,69
"1385",385,30.75,69.25
"1386",386,30.75,69.25
"1387",387,30.5,69.5
"1388",388,30.75,69.25
"1389",389,30.75,69.25
"1390",390,31,69
"1391",391,31,69
"1392",392,31.25,68.75
"1393",393,31,69
"1394",394,31,69
"1395",395,31,69
"1396",396,31,69
"1397",397,31,69
"1398",398,31.25,68.75
"1399",399,31.25,68.75
"1400",400,31.25,68.75
