"","Step","data"
"213",0,1
"214",0,1
"215",0,1
"216",0,1
"217",0,1
"218",0,1
"219",0,1
"220",0,1
"221",0,1
"222",0,1
"223",0,1
"224",0,1
"225",0,1
"226",0,1
"227",0,1
"228",0,1
"229",0,1
"230",0,1
"231",0,1
"232",0,1
"233",0,1
"234",0,1
"235",0,1
"236",0,1
"237",0,1
"238",0,1
"239",0,1
"240",0,1
"241",0,1
"242",0,1
"243",0,1
"244",0,1
"245",0,1
"246",0,1
"247",0,1
"248",0,1
"249",0,1
"250",0,1
"251",0,1
"252",0,1
"253",0,1
"254",0,1
"255",0,1
"256",0,1
"257",0,1
"258",0,1
"259",0,1
"260",0,1
"261",0,1
"262",0,1
"263",0,1
"264",0,1
"265",0,1
"266",0,1
"267",0,1
"268",0,1
"269",0,1
"270",0,1
"271",0,1
"272",0,1
"273",0,1
"274",0,1
"275",0,1
"276",0,1
"277",0,1
"278",0,1
"279",0,1
"280",0,1
"281",0,1
"282",0,1
"283",0,1
"284",0,1
"285",0,1
"286",0,1
"287",0,1
"288",0,1
"289",0,1
"290",0,1
"291",0,1
"292",0,1
"293",0,1
"294",0,1
"295",0,1
"296",0,1
"297",0,1
"298",0,1
"299",0,1
"300",0,1
"301",0,1
"302",0,1
"303",0,1
"304",0,1
"305",0,1
"306",0,1
"307",0,1
"308",0,1
"309",0,1
"310",0,1
"311",0,1
"312",0,1
"313",0,1
"314",0,1
"315",0,1
"316",0,1
"317",0,1
"318",0,1
"319",0,1
"320",0,1
"321",0,1
"322",0,1
"323",0,1
"324",0,1
"325",0,1
"326",0,1
"327",0,1
"328",0,1
"329",0,1
"330",0,1
"331",0,1
"332",0,1
"333",0,1
"334",0,1
"335",0,1
"336",0,1
"337",0,1
"338",0,1
"339",0,1
"340",0,1
"341",0,1
"342",0,1
"343",0,1
"344",0,1
"345",0,1
"346",0,1
"347",0,1
"348",0,1
"349",0,1
"350",0,1
"351",0,1
"352",0,1
"353",0,1
"354",0,1
"355",0,1
"356",0,1
"357",0,1
"358",0,1
"359",0,1
"360",0,1
"361",0,1
"362",0,1
"363",0,1
"364",0,1
"365",0,1
"366",0,1
"367",0,1
"368",0,1
"369",0,1
"370",0,1
"371",0,1
"372",0,1
"373",0,1
"374",0,1
"375",0,1
"376",0,1
"377",0,1
"378",0,1
"379",0,1
"380",0,1
"381",0,1
"382",0,1
"383",0,1
"384",0,1
"385",0,1
"386",0,1
"387",0,1
"388",0,1
"389",0,1
"390",0,1
"391",0,1
"392",0,1
"393",0,1
"394",0,1
"395",0,1
"396",0,1
"397",0,1
"398",0,1
"399",0,1
"400",0,1
"401",1,0.080542077543214
"402",1,0
"403",1,0
"404",1,0
"405",1,0
"406",1,0
"407",1,0
"408",1,0
"409",1,0
"410",1,0
"411",1,0
"412",1,0
"413",1,0
"414",1,0
"415",1,0
"416",1,0
"417",1,0
"418",1,0
"419",1,0
"420",1,0
"421",1,0
"422",1,0
"423",1,0
"424",1,0
"425",1,0
"426",1,0
"427",1,0
"428",1,0
"429",1,0
"430",1,0
"431",1,0
"432",1,0
"433",1,0
"434",1,0
"435",1,0
"436",1,0
"437",1,0
"438",1,0
"439",1,0
"440",1,0
"441",1,0
"442",1,0
"443",1,0
"444",1,0
"445",1,0
"446",1,0
"447",1,0
"448",1,0
"449",1,0
"450",1,0
"451",1,0
"452",1,0
"453",1,0
"454",1,0
"455",1,0
"456",1,0
"457",1,0
"458",1,0
"459",1,0
"460",1,0
"461",1,0
"462",1,0
"463",1,0
"464",1,0
"465",1,0
"466",1,0
"467",1,0
"468",1,0
"469",1,0
"470",1,0
"471",1,0
"472",1,0
"473",1,0
"474",1,0
"475",1,0
"476",1,0
"477",1,0
"478",1,0
"479",1,0
"480",1,0
"481",1,0
"482",1,0
"483",1,0
"484",1,0
"485",1,0
"486",1,0
"487",1,0
"488",1,0
"489",1,0
"490",1,0
"491",1,0
"492",1,0
"493",1,0
"494",1,0
"495",1,0
"496",1,0
"497",1,0
"498",1,0
"499",1,0
"500",1,0
"501",1,0
"502",1,0
"503",1,0
"504",1,0
"505",1,0
"506",1,0
"507",1,0
"508",1,0
"509",1,0
"510",1,0
"511",1,0
"512",1,0
"513",1,0
"514",1,0
"515",1,0
"516",1,0
"517",1,0
"518",1,0
"519",1,0
"520",1,0
"521",1,0
"522",1,0
"523",1,0
"524",1,0
"525",1,0
"526",1,0
"527",1,0
"528",1,0
"529",1,0
"530",1,0
"531",1,0
"532",1,0
"533",1,0
"534",1,0
"535",1,0
"536",1,0
"537",1,0
"538",1,0
"539",1,0
"540",1,0
"541",1,0
"542",1,0
"543",1,0
"544",1,0
"545",1,0
"546",1,0
"547",1,0
"548",1,0
"549",1,0
"550",1,0
"551",1,0
"552",1,0
"553",1,0
"554",1,0
"555",1,0
"556",1,0
"557",1,0
"558",1,0
"559",1,0
"560",1,0
"561",1,0
"562",1,0
"563",1,0
"564",1,0
"565",1,0
"566",1,0
"567",1,0
"568",1,0
"569",1,0
"570",1,0
"571",1,0
"572",1,0
"573",1,0
"574",1,0
"575",1,0
"576",1,0
"577",1,0
"578",1,0
"579",1,0
"580",1,0
"581",1,0
"582",1,0
"583",1,0
"584",1,0
"585",1,0
"586",1,0
"587",1,0
"588",1,0
"589",1,0
"590",1,0
"591",1,0
"592",1,0
"593",1,0
"594",1,0
"595",1,0
"596",1,0
"597",1,0
"598",1,0
"599",1,0
"600",1,0
"601",1,1
"602",1,1
"603",1,1
"604",1,1
"605",1,1
"606",1,1
"607",1,1
"608",1,1
"609",1,1
"610",1,1
"611",1,1
"612",1,1
"613",1,1
"614",1,1
"615",1,1
"616",1,1
"617",1,1
"618",1,1
"619",1,1
"620",1,1
"621",1,1
"622",1,1
"623",1,1
"624",1,1
"625",1,1
"626",1,1
"627",1,1
"628",1,1
"629",1,1
"630",1,1
"631",1,1
"632",1,1
"633",1,1
"634",1,1
"635",1,1
"636",1,1
"637",1,1
"638",1,1
"639",1,1
"640",1,1
"641",1,1
"642",1,1
"643",1,1
"644",1,1
"645",1,1
"646",1,1
"647",1,1
"648",1,1
"649",1,1
"650",1,1
"651",1,1
"652",1,1
"653",1,1
"654",1,1
"655",1,1
"656",1,1
"657",1,1
"658",1,1
"659",1,1
"660",1,1
"661",1,1
"662",1,1
"663",1,1
"664",1,1
"665",1,1
"666",1,1
"667",1,1
"668",1,1
"669",1,1
"670",1,1
"671",1,1
"672",1,1
"673",1,1
"674",1,1
"675",1,1
"676",1,1
"677",1,1
"678",1,1
"679",1,1
"680",1,1
"681",1,1
"682",1,1
"683",1,1
"684",1,1
"685",1,1
"686",1,1
"687",1,1
"688",1,1
"689",1,1
"690",1,1
"691",1,1
"692",1,1
"693",1,1
"694",1,1
"695",1,1
"696",1,1
"697",1,1
"698",1,1
"699",1,1
"700",1,1
"701",1,1
"702",1,1
"703",1,1
"704",1,1
"705",1,1
"706",1,1
"707",1,1
"708",1,1
"709",1,1
"710",1,1
"711",1,1
"712",1,1
"713",1,1
"714",1,1
"715",1,1
"716",1,1
"717",1,1
"718",1,1
"719",1,1
"720",1,1
"721",1,1
"722",1,1
"723",1,1
"724",1,1
"725",1,1
"726",1,1
"727",1,1
"728",1,1
"729",1,1
"730",1,1
"731",1,1
"732",1,1
"733",1,1
"734",1,1
"735",1,1
"736",1,1
"737",1,1
"738",1,1
"739",1,1
"740",1,1
"741",1,1
"742",1,1
"743",1,1
"744",1,1
"745",1,1
"746",1,1
"747",1,1
"748",1,1
"749",1,1
"750",1,1
"751",1,1
"752",1,1
"753",1,1
"754",1,1
"755",1,1
"756",1,1
"757",1,1
"758",1,1
"759",1,1
"760",1,1
"761",1,1
"762",1,1
"763",1,1
"764",1,1
"765",1,1
"766",1,1
"767",1,1
"768",1,1
"769",1,1
"770",1,1
"771",1,1
"772",1,1
"773",1,1
"774",1,1
"775",1,1
"776",1,1
"777",1,1
"778",1,1
"779",1,1
"780",1,1
"781",1,1
"782",1,1
"783",1,1
"784",1,1
"785",1,1
"786",1,1
"787",1,1
"788",1,1
"789",1,1
"790",1,1
"791",1,1
"792",1,1
"793",1,1
"794",1,1
"795",1,1
"796",1,1
"797",1,1
"798",1,1
"799",1,1
"800",1,1
"801",2,0.080542077543214
"802",2,0
"803",2,0
"804",2,0
"805",2,0
"806",2,0
"807",2,0
"808",2,0
"809",2,0
"810",2,0
"811",2,0
"812",2,0
"813",2,0
"814",2,0
"815",2,0
"816",2,0
"817",2,0
"818",2,0
"819",2,0
"820",2,0
"821",2,0
"822",2,0
"823",2,0
"824",2,0
"825",2,0
"826",2,0
"827",2,0
"828",2,0
"829",2,0
"830",2,0
"831",2,0
"832",2,0
"833",2,0
"834",2,0
"835",2,0
"836",2,0
"837",2,0
"838",2,0
"839",2,0
"840",2,0
"841",2,0
"842",2,0
"843",2,0
"844",2,0
"845",2,0
"846",2,0
"847",2,0
"848",2,0
"849",2,0
"850",2,0
"851",2,0
"852",2,0
"853",2,0
"854",2,0
"855",2,0
"856",2,0
"857",2,0
"858",2,0
"859",2,0
"860",2,0
"861",2,0
"862",2,0
"863",2,0
"864",2,0
"865",2,0
"866",2,0
"867",2,0
"868",2,0
"869",2,0
"870",2,0
"871",2,0
"872",2,0
"873",2,0
"874",2,0
"875",2,0
"876",2,0
"877",2,0
"878",2,0
"879",2,0
"880",2,0
"881",2,0
"882",2,0
"883",2,0
"884",2,0
"885",2,0
"886",2,0
"887",2,0
"888",2,0
"889",2,0
"890",2,0
"891",2,0
"892",2,0
"893",2,0
"894",2,0
"895",2,0
"896",2,0
"897",2,0
"898",2,0
"899",2,0
"900",2,0
"901",2,0
"902",2,0
"903",2,0
"904",2,0
"905",2,0
"906",2,0
"907",2,0
"908",2,0
"909",2,0
"910",2,0
"911",2,0
"912",2,0
"913",2,0
"914",2,0
"915",2,0
"916",2,0
"917",2,0
"918",2,0
"919",2,0
"920",2,0
"921",2,0
"922",2,0
"923",2,0
"924",2,0
"925",2,0
"926",2,0
"927",2,0
"928",2,0
"929",2,0
"930",2,0
"931",2,0
"932",2,0
"933",2,0
"934",2,0
"935",2,0
"936",2,0
"937",2,0
"938",2,0
"939",2,0
"940",2,0
"941",2,0
"942",2,0
"943",2,0
"944",2,0
"945",2,0
"946",2,0
"947",2,0
"948",2,0
"949",2,0
"950",2,0
"951",2,0
"952",2,0
"953",2,0
"954",2,0
"955",2,0
"956",2,0
"957",2,0
"958",2,0
"959",2,0
"960",2,0
"961",2,0
"962",2,0
"963",2,0
"964",2,0
"965",2,0
"966",2,0
"967",2,0
"968",2,0
"969",2,0
"970",2,0
"971",2,0
"972",2,0
"973",2,0
"974",2,0
"975",2,0
"976",2,0
"977",2,0
"978",2,0
"979",2,0
"980",2,0
"981",2,0
"982",2,0
"983",2,0
"984",2,0
"985",2,0
"986",2,0
"987",2,0
"988",2,0
"989",2,0
"990",2,0
"991",2,0
"992",2,0
"993",2,0
"994",2,0
"995",2,0
"996",2,0
"997",2,0
"998",2,0
"999",2,0
"1000",2,0
"1001",2,0.278244719607756
"1002",2,1
"1003",2,1
"1004",2,1
"1005",2,1
"1006",2,1
"1007",2,1
"1008",2,1
"1009",2,1
"1010",2,1
"1011",2,1
"1012",2,1
"1013",2,1
"1014",2,1
"1015",2,1
"1016",2,1
"1017",2,1
"1018",2,1
"1019",2,1
"1020",2,1
"1021",2,1
"1022",2,1
"1023",2,1
"1024",2,1
"1025",2,1
"1026",2,1
"1027",2,1
"1028",2,1
"1029",2,1
"1030",2,1
"1031",2,1
"1032",2,1
"1033",2,1
"1034",2,1
"1035",2,1
"1036",2,1
"1037",2,1
"1038",2,1
"1039",2,1
"1040",2,1
"1041",2,1
"1042",2,1
"1043",2,1
"1044",2,1
"1045",2,1
"1046",2,1
"1047",2,1
"1048",2,1
"1049",2,1
"1050",2,1
"1051",2,1
"1052",2,1
"1053",2,1
"1054",2,1
"1055",2,1
"1056",2,1
"1057",2,1
"1058",2,1
"1059",2,1
"1060",2,1
"1061",2,1
"1062",2,1
"1063",2,1
"1064",2,1
"1065",2,1
"1066",2,1
"1067",2,1
"1068",2,1
"1069",2,1
"1070",2,1
"1071",2,1
"1072",2,1
"1073",2,1
"1074",2,1
"1075",2,1
"1076",2,1
"1077",2,1
"1078",2,1
"1079",2,1
"1080",2,1
"1081",2,1
"1082",2,1
"1083",2,1
"1084",2,1
"1085",2,1
"1086",2,1
"1087",2,1
"1088",2,1
"1089",2,1
"1090",2,1
"1091",2,1
"1092",2,1
"1093",2,1
"1094",2,1
"1095",2,1
"1096",2,1
"1097",2,1
"1098",2,1
"1099",2,1
"1100",2,1
"1101",2,1
"1102",2,1
"1103",2,1
"1104",2,1
"1105",2,1
"1106",2,1
"1107",2,1
"1108",2,1
"1109",2,1
"1110",2,1
"1111",2,1
"1112",2,1
"1113",2,1
"1114",2,1
"1115",2,1
"1116",2,1
"1117",2,1
"1118",2,1
"1119",2,1
"1120",2,1
"1121",2,1
"1122",2,1
"1123",2,1
"1124",2,1
"1125",2,1
"1126",2,1
"1127",2,1
"1128",2,1
"1129",2,1
"1130",2,1
"1131",2,1
"1132",2,1
"1133",2,1
"1134",2,1
"1135",2,1
"1136",2,1
"1137",2,1
"1138",2,1
"1139",2,1
"1140",2,1
"1141",2,1
"1142",2,1
"1143",2,1
"1144",2,1
"1145",2,1
"1146",2,1
"1147",2,1
"1148",2,1
"1149",2,1
"1150",2,1
"1151",2,1
"1152",2,1
"1153",2,1
"1154",2,1
"1155",2,1
"1156",2,1
"1157",2,1
"1158",2,1
"1159",2,1
"1160",2,1
"1161",2,1
"1162",2,1
"1163",2,1
"1164",2,1
"1165",2,1
"1166",2,1
"1167",2,1
"1168",2,1
"1169",2,1
"1170",2,1
"1171",2,1
"1172",2,1
"1173",2,1
"1174",2,1
"1175",2,1
"1176",2,1
"1177",2,1
"1178",2,1
"1179",2,1
"1180",2,1
"1181",2,1
"1182",2,1
"1183",2,1
"1184",2,1
"1185",2,1
"1186",2,1
"1187",2,1
"1188",2,1
"1189",2,1
"1190",2,1
"1191",2,1
"1192",2,1
"1193",2,1
"1194",2,1
"1195",2,1
"1196",2,1
"1197",2,1
"1198",2,1
"1199",2,1
"1200",2,1
"1201",3,0.080542077543214
"1202",3,0.255790132796392
"1203",3,0
"1204",3,0
"1205",3,0
"1206",3,0
"1207",3,0
"1208",3,0
"1209",3,0
"1210",3,0
"1211",3,0
"1212",3,0
"1213",3,0
"1214",3,0
"1215",3,0
"1216",3,0
"1217",3,0
"1218",3,0
"1219",3,0
"1220",3,0
"1221",3,0
"1222",3,0
"1223",3,0
"1224",3,0
"1225",3,0
"1226",3,0
"1227",3,0
"1228",3,0
"1229",3,0
"1230",3,0
"1231",3,0
"1232",3,0
"1233",3,0
"1234",3,0
"1235",3,0
"1236",3,0
"1237",3,0
"1238",3,0
"1239",3,0
"1240",3,0
"1241",3,0
"1242",3,0
"1243",3,0
"1244",3,0
"1245",3,0
"1246",3,0
"1247",3,0
"1248",3,0
"1249",3,0
"1250",3,0
"1251",3,0
"1252",3,0
"1253",3,0
"1254",3,0
"1255",3,0
"1256",3,0
"1257",3,0
"1258",3,0
"1259",3,0
"1260",3,0
"1261",3,0
"1262",3,0
"1263",3,0
"1264",3,0
"1265",3,0
"1266",3,0
"1267",3,0
"1268",3,0
"1269",3,0
"1270",3,0
"1271",3,0
"1272",3,0
"1273",3,0
"1274",3,0
"1275",3,0
"1276",3,0
"1277",3,0
"1278",3,0
"1279",3,0
"1280",3,0
"1281",3,0
"1282",3,0
"1283",3,0
"1284",3,0
"1285",3,0
"1286",3,0
"1287",3,0
"1288",3,0
"1289",3,0
"1290",3,0
"1291",3,0
"1292",3,0
"1293",3,0
"1294",3,0
"1295",3,0
"1296",3,0
"1297",3,0
"1298",3,0
"1299",3,0
"1300",3,0
"1301",3,0
"1302",3,0
"1303",3,0
"1304",3,0
"1305",3,0
"1306",3,0
"1307",3,0
"1308",3,0
"1309",3,0
"1310",3,0
"1311",3,0
"1312",3,0
"1313",3,0
"1314",3,0
"1315",3,0
"1316",3,0
"1317",3,0
"1318",3,0
"1319",3,0
"1320",3,0
"1321",3,0
"1322",3,0
"1323",3,0
"1324",3,0
"1325",3,0
"1326",3,0
"1327",3,0
"1328",3,0
"1329",3,0
"1330",3,0
"1331",3,0
"1332",3,0
"1333",3,0
"1334",3,0
"1335",3,0
"1336",3,0
"1337",3,0
"1338",3,0
"1339",3,0
"1340",3,0
"1341",3,0
"1342",3,0
"1343",3,0
"1344",3,0
"1345",3,0
"1346",3,0
"1347",3,0
"1348",3,0
"1349",3,0
"1350",3,0
"1351",3,0
"1352",3,0
"1353",3,0
"1354",3,0
"1355",3,0
"1356",3,0
"1357",3,0
"1358",3,0
"1359",3,0
"1360",3,0
"1361",3,0
"1362",3,0
"1363",3,0
"1364",3,0
"1365",3,0
"1366",3,0
"1367",3,0
"1368",3,0
"1369",3,0
"1370",3,0
"1371",3,0
"1372",3,0
"1373",3,0
"1374",3,0
"1375",3,0
"1376",3,0
"1377",3,0
"1378",3,0
"1379",3,0
"1380",3,0
"1381",3,0
"1382",3,0
"1383",3,0
"1384",3,0
"1385",3,0
"1386",3,0
"1387",3,0
"1388",3,0
"1389",3,0
"1390",3,0
"1391",3,0
"1392",3,0
"1393",3,0
"1394",3,0
"1395",3,0
"1396",3,0
"1397",3,0
"1398",3,0
"1399",3,0
"1400",3,0
"1401",3,0.278244719607756
"1402",3,1
"1403",3,1
"1404",3,1
"1405",3,1
"1406",3,1
"1407",3,1
"1408",3,1
"1409",3,1
"1410",3,1
"1411",3,1
"1412",3,1
"1413",3,1
"1414",3,1
"1415",3,1
"1416",3,1
"1417",3,1
"1418",3,1
"1419",3,1
"1420",3,1
"1421",3,1
"1422",3,1
"1423",3,1
"1424",3,1
"1425",3,1
"1426",3,1
"1427",3,1
"1428",3,1
"1429",3,1
"1430",3,1
"1431",3,1
"1432",3,1
"1433",3,1
"1434",3,1
"1435",3,1
"1436",3,1
"1437",3,1
"1438",3,1
"1439",3,1
"1440",3,1
"1441",3,1
"1442",3,1
"1443",3,1
"1444",3,1
"1445",3,1
"1446",3,1
"1447",3,1
"1448",3,1
"1449",3,1
"1450",3,1
"1451",3,1
"1452",3,1
"1453",3,1
"1454",3,1
"1455",3,1
"1456",3,1
"1457",3,1
"1458",3,1
"1459",3,1
"1460",3,1
"1461",3,1
"1462",3,1
"1463",3,1
"1464",3,1
"1465",3,1
"1466",3,1
"1467",3,1
"1468",3,1
"1469",3,1
"1470",3,1
"1471",3,1
"1472",3,1
"1473",3,1
"1474",3,1
"1475",3,1
"1476",3,1
"1477",3,1
"1478",3,1
"1479",3,1
"1480",3,1
"1481",3,1
"1482",3,1
"1483",3,1
"1484",3,1
"1485",3,1
"1486",3,1
"1487",3,1
"1488",3,1
"1489",3,1
"1490",3,1
"1491",3,1
"1492",3,1
"1493",3,1
"1494",3,1
"1495",3,1
"1496",3,1
"1497",3,1
"1498",3,1
"1499",3,1
"1500",3,1
"1501",3,1
"1502",3,1
"1503",3,1
"1504",3,1
"1505",3,1
"1506",3,1
"1507",3,1
"1508",3,1
"1509",3,1
"1510",3,1
"1511",3,1
"1512",3,1
"1513",3,1
"1514",3,1
"1515",3,1
"1516",3,1
"1517",3,1
"1518",3,1
"1519",3,1
"1520",3,1
"1521",3,1
"1522",3,1
"1523",3,1
"1524",3,1
"1525",3,1
"1526",3,1
"1527",3,1
"1528",3,1
"1529",3,1
"1530",3,1
"1531",3,1
"1532",3,1
"1533",3,1
"1534",3,1
"1535",3,1
"1536",3,1
"1537",3,1
"1538",3,1
"1539",3,1
"1540",3,1
"1541",3,1
"1542",3,1
"1543",3,1
"1544",3,1
"1545",3,1
"1546",3,1
"1547",3,1
"1548",3,1
"1549",3,1
"1550",3,1
"1551",3,1
"1552",3,1
"1553",3,1
"1554",3,1
"1555",3,1
"1556",3,1
"1557",3,1
"1558",3,1
"1559",3,1
"1560",3,1
"1561",3,1
"1562",3,1
"1563",3,1
"1564",3,1
"1565",3,1
"1566",3,1
"1567",3,1
"1568",3,1
"1569",3,1
"1570",3,1
"1571",3,1
"1572",3,1
"1573",3,1
"1574",3,1
"1575",3,1
"1576",3,1
"1577",3,1
"1578",3,1
"1579",3,1
"1580",3,1
"1581",3,1
"1582",3,1
"1583",3,1
"1584",3,1
"1585",3,1
"1586",3,1
"1587",3,1
"1588",3,1
"1589",3,1
"1590",3,1
"1591",3,1
"1592",3,1
"1593",3,1
"1594",3,1
"1595",3,1
"1596",3,1
"1597",3,1
"1598",3,1
"1599",3,1
"1600",3,1
"1601",4,0.080542077543214
"1602",4,0.255790132796392
"1603",4,0
"1604",4,0
"1605",4,0
"1606",4,0
"1607",4,0
"1608",4,0
"1609",4,0
"1610",4,0
"1611",4,0
"1612",4,0
"1613",4,0
"1614",4,0
"1615",4,0
"1616",4,0
"1617",4,0
"1618",4,0
"1619",4,0
"1620",4,0
"1621",4,0
"1622",4,0
"1623",4,0
"1624",4,0
"1625",4,0
"1626",4,0
"1627",4,0
"1628",4,0
"1629",4,0
"1630",4,0
"1631",4,0
"1632",4,0
"1633",4,0
"1634",4,0
"1635",4,0
"1636",4,0
"1637",4,0
"1638",4,0
"1639",4,0
"1640",4,0
"1641",4,0
"1642",4,0
"1643",4,0
"1644",4,0
"1645",4,0
"1646",4,0
"1647",4,0
"1648",4,0
"1649",4,0
"1650",4,0
"1651",4,0
"1652",4,0
"1653",4,0
"1654",4,0
"1655",4,0
"1656",4,0
"1657",4,0
"1658",4,0
"1659",4,0
"1660",4,0
"1661",4,0
"1662",4,0
"1663",4,0
"1664",4,0
"1665",4,0
"1666",4,0
"1667",4,0
"1668",4,0
"1669",4,0
"1670",4,0
"1671",4,0
"1672",4,0
"1673",4,0
"1674",4,0
"1675",4,0
"1676",4,0
"1677",4,0
"1678",4,0
"1679",4,0
"1680",4,0
"1681",4,0
"1682",4,0
"1683",4,0
"1684",4,0
"1685",4,0
"1686",4,0
"1687",4,0
"1688",4,0
"1689",4,0
"1690",4,0
"1691",4,0
"1692",4,0
"1693",4,0
"1694",4,0
"1695",4,0
"1696",4,0
"1697",4,0
"1698",4,0
"1699",4,0
"1700",4,0
"1701",4,0
"1702",4,0
"1703",4,0
"1704",4,0
"1705",4,0
"1706",4,0
"1707",4,0
"1708",4,0
"1709",4,0
"1710",4,0
"1711",4,0
"1712",4,0
"1713",4,0
"1714",4,0
"1715",4,0
"1716",4,0
"1717",4,0
"1718",4,0
"1719",4,0
"1720",4,0
"1721",4,0
"1722",4,0
"1723",4,0
"1724",4,0
"1725",4,0
"1726",4,0
"1727",4,0
"1728",4,0
"1729",4,0
"1730",4,0
"1731",4,0
"1732",4,0
"1733",4,0
"1734",4,0
"1735",4,0
"1736",4,0
"1737",4,0
"1738",4,0
"1739",4,0
"1740",4,0
"1741",4,0
"1742",4,0
"1743",4,0
"1744",4,0
"1745",4,0
"1746",4,0
"1747",4,0
"1748",4,0
"1749",4,0
"1750",4,0
"1751",4,0
"1752",4,0
"1753",4,0
"1754",4,0
"1755",4,0
"1756",4,0
"1757",4,0
"1758",4,0
"1759",4,0
"1760",4,0
"1761",4,0
"1762",4,0
"1763",4,0
"1764",4,0
"1765",4,0
"1766",4,0
"1767",4,0
"1768",4,0
"1769",4,0
"1770",4,0
"1771",4,0
"1772",4,0
"1773",4,0
"1774",4,0
"1775",4,0
"1776",4,0
"1777",4,0
"1778",4,0
"1779",4,0
"1780",4,0
"1781",4,0
"1782",4,0
"1783",4,0
"1784",4,0
"1785",4,0
"1786",4,0
"1787",4,0
"1788",4,0
"1789",4,0
"1790",4,0
"1791",4,0
"1792",4,0
"1793",4,0
"1794",4,0
"1795",4,0
"1796",4,0
"1797",4,0
"1798",4,0
"1799",4,0
"1800",4,0
"1801",4,0.278244719607756
"1802",4,0.835361277218908
"1803",4,1
"1804",4,1
"1805",4,1
"1806",4,1
"1807",4,1
"1808",4,1
"1809",4,1
"1810",4,1
"1811",4,1
"1812",4,1
"1813",4,1
"1814",4,1
"1815",4,1
"1816",4,1
"1817",4,1
"1818",4,1
"1819",4,1
"1820",4,1
"1821",4,1
"1822",4,1
"1823",4,1
"1824",4,1
"1825",4,1
"1826",4,1
"1827",4,1
"1828",4,1
"1829",4,1
"1830",4,1
"1831",4,1
"1832",4,1
"1833",4,1
"1834",4,1
"1835",4,1
"1836",4,1
"1837",4,1
"1838",4,1
"1839",4,1
"1840",4,1
"1841",4,1
"1842",4,1
"1843",4,1
"1844",4,1
"1845",4,1
"1846",4,1
"1847",4,1
"1848",4,1
"1849",4,1
"1850",4,1
"1851",4,1
"1852",4,1
"1853",4,1
"1854",4,1
"1855",4,1
"1856",4,1
"1857",4,1
"1858",4,1
"1859",4,1
"1860",4,1
"1861",4,1
"1862",4,1
"1863",4,1
"1864",4,1
"1865",4,1
