"","Step","DB_Index_Avg","DB_Index_Centroid","Norm_DB_Index_Avg","Norm_DB_Index_Centroid"
"99",99,0.248,0.223,0.801,0.818
"100",100,0.248,0.222,0.801,0.818
"101",101,0.251,0.225,0.799,0.816
"102",102,0.256,0.229,0.796,0.814
"103",103,0.258,0.23,0.795,0.813
"104",104,0.257,0.23,0.796,0.813
"105",105,0.256,0.229,0.796,0.814
"106",106,0.257,0.231,0.796,0.812
"107",107,0.262,0.235,0.792,0.81
"108",108,0.264,0.237,0.791,0.808
"109",109,0.266,0.239,0.79,0.807
"110",110,0.269,0.24,0.788,0.806
"111",111,0.273,0.244,0.786,0.804
"112",112,0.276,0.247,0.784,0.802
"113",113,0.277,0.248,0.783,0.801
"114",114,0.279,0.249,0.782,0.801
"115",115,0.265,0.236,0.791,0.809
"116",116,0.268,0.239,0.789,0.807
"117",117,0.273,0.243,0.786,0.805
"118",118,0.289,0.254,0.776,0.797
"119",119,0.293,0.258,0.773,0.795
"120",120,0.296,0.261,0.772,0.793
"121",121,0.299,0.263,0.77,0.792
"122",122,0.302,0.266,0.768,0.79
"123",123,0.304,0.268,0.767,0.789
"124",124,0.307,0.271,0.765,0.787
"125",125,0.311,0.274,0.763,0.785
"126",126,0.313,0.275,0.762,0.784
"127",127,0.313,0.276,0.762,0.784
"128",128,0.315,0.277,0.76,0.783
"129",129,0.319,0.28,0.758,0.781
"130",130,0.32,0.281,0.758,0.781
"131",131,0.324,0.284,0.755,0.779
"132",132,0.325,0.285,0.755,0.778
"133",133,0.326,0.285,0.754,0.778
"134",134,0.327,0.285,0.754,0.778
"135",135,0.327,0.286,0.754,0.778
"136",136,0.316,0.278,0.76,0.782
"137",137,0.334,0.292,0.75,0.774
"138",138,0.337,0.294,0.748,0.773
"139",139,0.337,0.294,0.748,0.773
"140",140,0.339,0.295,0.747,0.772
"141",141,0.343,0.298,0.745,0.77
"142",142,0.344,0.299,0.744,0.77
"143",143,0.348,0.303,0.742,0.767
"144",144,0.352,0.306,0.74,0.766
"145",145,0.356,0.309,0.737,0.764
"146",146,0.357,0.31,0.737,0.763
"147",147,0.36,0.312,0.735,0.762
"148",148,0.36,0.312,0.735,0.762
"149",149,0.36,0.312,0.735,0.762
"150",150,0.361,0.312,0.735,0.762
"151",151,0.357,0.31,0.737,0.763
"152",152,0.36,0.313,0.735,0.762
"153",153,0.361,0.314,0.735,0.761
"154",154,0.363,0.315,0.734,0.76
"155",155,0.363,0.315,0.734,0.76
"156",156,0.367,0.318,0.732,0.759
"157",157,0.371,0.321,0.729,0.757
"158",158,0.374,0.324,0.728,0.755
"159",159,0.377,0.326,0.726,0.754
"160",160,0.378,0.328,0.726,0.753
"161",161,0.38,0.329,0.725,0.752
"162",162,0.384,0.332,0.723,0.751
"163",163,0.385,0.333,0.722,0.75
"164",164,0.388,0.335,0.72,0.749
"165",165,0.388,0.335,0.72,0.749
"166",166,0.389,0.335,0.72,0.749
"167",167,0.389,0.335,0.72,0.749
"168",168,0.41,0.348,0.709,0.742
"169",169,0.41,0.348,0.709,0.742
"170",170,0.414,0.351,0.707,0.74
"171",171,0.416,0.353,0.706,0.739
"172",172,0.406,0.348,0.711,0.742
"173",173,0.406,0.348,0.711,0.742
"174",174,0.409,0.35,0.71,0.741
"175",175,0.411,0.351,0.709,0.74
"176",176,0.414,0.354,0.707,0.739
"177",177,0.415,0.354,0.707,0.739
"178",178,0.415,0.353,0.707,0.739
"179",179,0.417,0.355,0.706,0.738
"180",180,0.42,0.357,0.704,0.737
"181",181,0.425,0.361,0.702,0.735
"182",182,0.425,0.361,0.702,0.735
"183",183,0.426,0.361,0.701,0.735
"184",184,0.428,0.362,0.7,0.734
"185",185,0.429,0.363,0.7,0.734
"186",186,0.424,0.356,0.702,0.737
"187",187,0.426,0.359,0.701,0.736
"188",188,0.43,0.361,0.699,0.735
"189",189,0.445,0.375,0.692,0.727
"190",190,0.433,0.364,0.698,0.733
"191",191,0.433,0.363,0.698,0.734
"192",192,0.435,0.365,0.697,0.733
"193",193,0.436,0.366,0.696,0.732
"194",194,0.454,0.382,0.688,0.724
"195",195,0.457,0.384,0.686,0.723
"196",196,0.458,0.383,0.686,0.723
"197",197,0.461,0.386,0.684,0.722
"198",198,0.461,0.386,0.684,0.722
"199",199,0.462,0.386,0.684,0.722
"200",200,0.462,0.386,0.684,0.722
"201",201,0.463,0.386,0.684,0.722
"202",202,0.463,0.386,0.684,0.722
"203",203,0.466,0.389,0.682,0.72
"204",204,0.47,0.391,0.68,0.719
"205",205,0.473,0.394,0.679,0.717
"206",206,0.474,0.394,0.678,0.717
"207",207,0.475,0.395,0.678,0.717
"208",208,0.478,0.397,0.677,0.716
"209",209,0.479,0.397,0.676,0.716
"210",210,0.479,0.397,0.676,0.716
"211",211,0.482,0.399,0.675,0.715
"212",212,0.501,0.414,0.666,0.707
"213",213,0.502,0.415,0.666,0.707
"214",214,0.504,0.416,0.665,0.706
"215",215,0.508,0.42,0.663,0.704
"216",216,0.51,0.421,0.662,0.704
"217",217,0.51,0.42,0.662,0.704
"218",218,0.513,0.423,0.661,0.703
"219",219,0.516,0.425,0.66,0.702
"220",220,0.521,0.428,0.657,0.7
"221",221,0.521,0.428,0.657,0.7
"222",222,0.521,0.427,0.657,0.701
"223",223,0.525,0.43,0.656,0.699
"224",224,0.527,0.431,0.655,0.699
"225",225,0.528,0.433,0.654,0.698
"226",226,0.532,0.435,0.653,0.697
"227",227,0.532,0.435,0.653,0.697
"228",228,0.513,0.419,0.661,0.705
"229",229,0.513,0.419,0.661,0.705
"230",230,0.514,0.419,0.661,0.705
"231",231,0.534,0.435,0.652,0.697
"232",232,0.538,0.438,0.65,0.695
"233",233,0.494,0.4,0.669,0.714
"234",234,0.495,0.401,0.669,0.714
"235",235,0.496,0.401,0.668,0.714
"236",236,0.498,0.402,0.668,0.713
"237",237,0.502,0.405,0.666,0.712
"238",238,0.502,0.404,0.666,0.712
"239",239,0.502,0.404,0.666,0.712
"240",240,0.506,0.407,0.664,0.711
"241",241,0.507,0.407,0.664,0.711
"242",242,0.509,0.409,0.663,0.71
"243",243,0.529,0.426,0.654,0.701
"244",244,0.531,0.427,0.653,0.701
"245",245,0.532,0.428,0.653,0.7
"246",246,0.533,0.429,0.652,0.7
"247",247,0.536,0.431,0.651,0.699
"248",248,0.538,0.432,0.65,0.698
"249",249,0.539,0.432,0.65,0.698
"250",250,0.542,0.435,0.649,0.697
"251",251,0.545,0.437,0.647,0.696
"252",252,0.547,0.438,0.646,0.695
"253",253,0.547,0.438,0.646,0.695
"254",254,0.549,0.439,0.646,0.695
"255",255,0.552,0.441,0.644,0.694
"256",256,0.555,0.444,0.643,0.693
"257",257,0.558,0.445,0.642,0.692
"258",258,0.558,0.445,0.642,0.692
"259",259,0.56,0.447,0.641,0.691
"260",260,0.561,0.447,0.641,0.691
"261",261,0.561,0.447,0.641,0.691
"262",262,0.561,0.446,0.641,0.692
"263",263,0.564,0.448,0.639,0.691
"264",264,0.568,0.451,0.638,0.689
"265",265,0.568,0.451,0.638,0.689
"266",266,0.568,0.451,0.638,0.689
"267",267,0.57,0.452,0.637,0.689
"268",268,0.57,0.452,0.637,0.689
"269",269,0.57,0.451,0.637,0.689
"270",270,0.575,0.454,0.635,0.688
"271",271,0.578,0.456,0.634,0.687
"272",272,0.578,0.456,0.634,0.687
"273",273,0.578,0.456,0.634,0.687
"274",274,0.578,0.456,0.634,0.687
"275",275,0.581,0.458,0.633,0.686
"276",276,0.581,0.458,0.633,0.686
"277",277,0.581,0.458,0.633,0.686
"278",278,0.582,0.457,0.632,0.686
"279",279,0.585,0.46,0.631,0.685
"280",280,0.587,0.461,0.63,0.684
"281",281,0.588,0.461,0.63,0.684
"282",282,0.59,0.462,0.629,0.684
"283",283,0.592,0.464,0.628,0.683
"284",284,0.593,0.465,0.628,0.683
"285",285,0.594,0.465,0.627,0.683
"286",286,0.594,0.465,0.627,0.683
"287",287,0.597,0.467,0.626,0.682
"288",288,0.597,0.466,0.626,0.682
"289",289,0.6,0.468,0.625,0.681
"290",290,0.601,0.469,0.625,0.681
"291",291,0.604,0.47,0.623,0.68
"292",292,0.605,0.472,0.623,0.679
"293",293,0.606,0.471,0.623,0.68
"294",294,0.608,0.472,0.622,0.679
"295",295,0.608,0.472,0.622,0.679
"296",296,0.611,0.474,0.621,0.678
"297",297,0.611,0.473,0.621,0.679
"298",298,0.611,0.473,0.621,0.679
"299",299,0.611,0.473,0.621,0.679
"300",300,0.611,0.473,0.621,0.679
"301",301,0.612,0.472,0.62,0.679
"302",302,0.612,0.472,0.62,0.679
"303",303,0.614,0.474,0.62,0.678
"304",304,0.614,0.474,0.62,0.678
"305",305,0.616,0.475,0.619,0.678
"306",306,0.62,0.478,0.617,0.677
"307",307,0.6,0.461,0.625,0.684
"308",308,0.639,0.499,0.61,0.667
"309",309,0.601,0.461,0.625,0.684
"310",310,0.602,0.462,0.624,0.684
"311",311,0.605,0.464,0.623,0.683
"312",312,0.606,0.465,0.623,0.683
"313",313,0.629,0.482,0.614,0.675
"314",314,0.629,0.482,0.614,0.675
"315",315,0.628,0.481,0.614,0.675
"316",316,0.606,0.464,0.623,0.683
"317",317,0.629,0.481,0.614,0.675
"318",318,0.61,0.467,0.621,0.682
"319",319,0.61,0.466,0.621,0.682
"320",320,0.611,0.467,0.621,0.682
"321",321,0.613,0.468,0.62,0.681
"322",322,0.616,0.47,0.619,0.68
"323",323,0.616,0.47,0.619,0.68
"324",324,0.616,0.47,0.619,0.68
"325",325,0.615,0.469,0.619,0.681
"326",326,0.615,0.469,0.619,0.681
"327",327,0.615,0.469,0.619,0.681
"328",328,0.616,0.469,0.619,0.681
"329",329,0.617,0.47,0.618,0.68
"330",330,0.637,0.482,0.611,0.675
"331",331,0.621,0.472,0.617,0.679
"332",332,0.621,0.472,0.617,0.679
"333",333,0.623,0.473,0.616,0.679
"334",334,0.623,0.472,0.616,0.679
"335",335,0.624,0.473,0.616,0.679
"336",336,0.628,0.476,0.614,0.678
"337",337,0.631,0.478,0.613,0.677
"338",338,0.632,0.478,0.613,0.677
"339",339,0.633,0.478,0.612,0.677
"340",340,0.635,0.48,0.612,0.676
"341",341,0.634,0.479,0.612,0.676
"342",342,0.634,0.479,0.612,0.676
"343",343,0.634,0.479,0.612,0.676
"344",344,0.636,0.48,0.611,0.676
"345",345,0.636,0.48,0.611,0.676
"346",346,0.636,0.479,0.611,0.676
"347",347,0.637,0.48,0.611,0.676
"348",348,0.638,0.481,0.611,0.675
"349",349,0.638,0.48,0.611,0.676
"350",350,0.638,0.48,0.611,0.676
"351",351,0.638,0.479,0.611,0.676
"352",352,0.64,0.481,0.61,0.675
"353",353,0.643,0.483,0.609,0.674
"354",354,0.646,0.486,0.608,0.673
"355",355,0.646,0.484,0.608,0.674
"356",356,0.645,0.484,0.608,0.674
"357",357,0.645,0.483,0.608,0.674
"358",358,0.645,0.482,0.608,0.675
"359",359,0.644,0.482,0.608,0.675
"360",360,0.647,0.483,0.607,0.674
"361",361,0.646,0.483,0.608,0.674
"362",362,0.646,0.483,0.608,0.674
"363",363,0.645,0.482,0.608,0.675
"364",364,0.645,0.482,0.608,0.675
"365",365,0.647,0.483,0.607,0.674
"366",366,0.648,0.484,0.607,0.674
"367",367,0.65,0.486,0.606,0.673
"368",368,0.671,0.501,0.598,0.666
"369",369,0.671,0.5,0.598,0.667
"370",370,0.682,0.519,0.595,0.658
"371",371,0.681,0.518,0.595,0.659
"372",372,0.681,0.518,0.595,0.659
"373",373,0.68,0.517,0.595,0.659
"374",374,0.681,0.517,0.595,0.659
"375",375,0.681,0.517,0.595,0.659
"376",376,0.684,0.519,0.594,0.658
"377",377,0.684,0.519,0.594,0.658
"378",378,0.685,0.52,0.593,0.658
"379",379,0.687,0.521,0.593,0.657
"380",380,0.686,0.52,0.593,0.658
"381",381,0.688,0.522,0.592,0.657
"382",382,0.688,0.521,0.592,0.657
"383",383,0.687,0.521,0.593,0.657
"384",384,0.689,0.522,0.592,0.657
"385",385,0.689,0.522,0.592,0.657
"386",386,0.688,0.521,0.592,0.657
"387",387,0.687,0.52,0.593,0.658
"388",388,0.688,0.52,0.592,0.658
"389",389,0.687,0.52,0.593,0.658
"390",390,0.687,0.52,0.593,0.658
"391",391,0.688,0.521,0.592,0.657
"392",392,0.687,0.52,0.593,0.658
"393",393,0.686,0.519,0.593,0.658
"394",394,0.685,0.519,0.593,0.658
"395",395,0.684,0.518,0.594,0.659
"396",396,0.683,0.517,0.594,0.659
"397",397,0.683,0.517,0.594,0.659
"398",398,0.683,0.517,0.594,0.659
"399",399,0.682,0.517,0.595,0.659
"400",400,0.682,0.516,0.595,0.66
