"","Step","DB_Index_Avg","DB_Index_Centroid","Norm_DB_Index_Avg","Norm_DB_Index_Centroid"
"229",229,0.229,0.211,0.814,0.826
"230",230,0.229,0.212,0.814,0.825
"231",231,0.246,0.226,0.803,0.816
"232",232,0.249,0.228,0.801,0.814
"233",233,0.243,0.22,0.805,0.82
"234",234,0.243,0.221,0.805,0.819
"235",235,0.244,0.221,0.804,0.819
"236",236,0.245,0.222,0.803,0.818
"237",237,0.246,0.223,0.803,0.818
"238",238,0.255,0.233,0.797,0.811
"239",239,0.256,0.233,0.796,0.811
"240",240,0.257,0.234,0.796,0.81
"241",241,0.257,0.234,0.796,0.81
"242",242,0.258,0.235,0.795,0.81
"243",243,0.258,0.235,0.795,0.81
"244",244,0.26,0.237,0.794,0.808
"245",245,0.262,0.238,0.792,0.808
"246",246,0.262,0.238,0.792,0.808
"247",247,0.263,0.239,0.792,0.807
"248",248,0.264,0.239,0.791,0.807
"249",249,0.264,0.24,0.791,0.806
"250",250,0.266,0.241,0.79,0.806
"251",251,0.267,0.243,0.789,0.805
"252",252,0.269,0.244,0.788,0.804
"253",253,0.269,0.244,0.788,0.804
"254",254,0.27,0.244,0.787,0.804
"255",255,0.271,0.245,0.787,0.803
"256",256,0.272,0.247,0.786,0.802
"257",257,0.274,0.248,0.785,0.801
"258",258,0.275,0.249,0.784,0.801
"259",259,0.273,0.247,0.786,0.802
"260",260,0.273,0.247,0.786,0.802
"261",261,0.27,0.243,0.787,0.805
"262",262,0.27,0.243,0.787,0.805
"263",263,0.271,0.244,0.787,0.804
"264",264,0.272,0.245,0.786,0.803
"265",265,0.274,0.246,0.785,0.803
"266",266,0.274,0.246,0.785,0.803
"267",267,0.283,0.256,0.779,0.796
"268",268,0.283,0.256,0.779,0.796
"269",269,0.283,0.256,0.779,0.796
"270",270,0.285,0.257,0.778,0.796
"271",271,0.285,0.257,0.778,0.796
"272",272,0.286,0.257,0.778,0.796
"273",273,0.286,0.257,0.778,0.796
"274",274,0.268,0.244,0.789,0.804
"275",275,0.27,0.245,0.787,0.803
"276",276,0.271,0.246,0.787,0.803
"277",277,0.271,0.246,0.787,0.803
"278",278,0.271,0.246,0.787,0.803
"279",279,0.273,0.247,0.786,0.802
"280",280,0.274,0.248,0.785,0.801
"281",281,0.275,0.249,0.784,0.801
"282",282,0.276,0.25,0.784,0.8
"283",283,0.277,0.251,0.783,0.799
"284",284,0.278,0.252,0.782,0.799
"285",285,0.279,0.253,0.782,0.798
"286",286,0.297,0.266,0.771,0.79
"287",287,0.298,0.267,0.77,0.789
"288",288,0.299,0.268,0.77,0.789
"289",289,0.3,0.269,0.769,0.788
"290",290,0.302,0.271,0.768,0.787
"291",291,0.304,0.272,0.767,0.786
"292",292,0.305,0.272,0.766,0.786
"293",293,0.306,0.274,0.766,0.785
"294",294,0.307,0.274,0.765,0.785
"295",295,0.308,0.275,0.765,0.784
"296",296,0.309,0.276,0.764,0.784
"297",297,0.309,0.276,0.764,0.784
"298",298,0.309,0.276,0.764,0.784
"299",299,0.309,0.276,0.764,0.784
"300",300,0.309,0.276,0.764,0.784
"301",301,0.31,0.276,0.763,0.784
"302",302,0.31,0.276,0.763,0.784
"303",303,0.308,0.273,0.765,0.786
"304",304,0.307,0.273,0.765,0.786
"305",305,0.31,0.275,0.763,0.784
"306",306,0.311,0.276,0.763,0.784
"307",307,0.315,0.28,0.76,0.781
"308",308,0.316,0.281,0.76,0.781
"309",309,0.316,0.281,0.76,0.781
"310",310,0.318,0.282,0.759,0.78
"311",311,0.318,0.283,0.759,0.779
"312",312,0.319,0.283,0.758,0.779
"313",313,0.317,0.281,0.759,0.781
"314",314,0.317,0.281,0.759,0.781
"315",315,0.317,0.281,0.759,0.781
"316",316,0.318,0.281,0.759,0.781
"317",317,0.319,0.282,0.758,0.78
"318",318,0.32,0.283,0.758,0.779
"319",319,0.308,0.275,0.765,0.784
"320",320,0.308,0.276,0.765,0.784
"321",321,0.31,0.277,0.763,0.783
"322",322,0.312,0.279,0.762,0.782
"323",323,0.312,0.279,0.762,0.782
"324",324,0.312,0.279,0.762,0.782
"325",325,0.329,0.29,0.752,0.775
"326",326,0.33,0.291,0.752,0.775
"327",327,0.329,0.291,0.752,0.775
"328",328,0.331,0.292,0.751,0.774
"329",329,0.332,0.293,0.751,0.773
"330",330,0.33,0.291,0.752,0.775
"331",331,0.331,0.292,0.751,0.774
"332",332,0.332,0.292,0.751,0.774
"333",333,0.333,0.293,0.75,0.773
"334",334,0.334,0.294,0.75,0.773
"335",335,0.335,0.295,0.749,0.772
"336",336,0.337,0.296,0.748,0.772
"337",337,0.339,0.298,0.747,0.77
"338",338,0.34,0.299,0.746,0.77
"339",339,0.341,0.3,0.746,0.769
"340",340,0.343,0.301,0.745,0.769
"341",341,0.343,0.301,0.745,0.769
"342",342,0.343,0.301,0.745,0.769
"343",343,0.343,0.301,0.745,0.769
"344",344,0.345,0.302,0.743,0.768
"345",345,0.345,0.303,0.743,0.767
"346",346,0.346,0.303,0.743,0.767
"347",347,0.347,0.304,0.742,0.767
"348",348,0.348,0.305,0.742,0.766
"349",349,0.349,0.306,0.741,0.766
"350",350,0.349,0.305,0.741,0.766
"351",351,0.35,0.306,0.741,0.766
"352",352,0.351,0.307,0.74,0.765
"353",353,0.353,0.309,0.739,0.764
"354",354,0.355,0.31,0.738,0.763
"355",355,0.355,0.311,0.738,0.763
"356",356,0.355,0.31,0.738,0.763
"357",357,0.356,0.31,0.737,0.763
"358",358,0.357,0.311,0.737,0.763
"359",359,0.357,0.312,0.737,0.762
"360",360,0.359,0.313,0.736,0.762
"361",361,0.359,0.313,0.736,0.762
"362",362,0.359,0.313,0.736,0.762
"363",363,0.36,0.314,0.735,0.761
"364",364,0.36,0.314,0.735,0.761
"365",365,0.362,0.315,0.734,0.76
"366",366,0.363,0.316,0.734,0.76
"367",367,0.365,0.318,0.733,0.759
"368",368,0.362,0.315,0.734,0.76
"369",369,0.362,0.315,0.734,0.76
"370",370,0.364,0.317,0.733,0.759
"371",371,0.364,0.317,0.733,0.759
"372",372,0.365,0.317,0.733,0.759
"373",373,0.365,0.318,0.733,0.759
"374",374,0.367,0.319,0.732,0.758
"375",375,0.368,0.32,0.731,0.758
"376",376,0.369,0.321,0.73,0.757
"377",377,0.369,0.321,0.73,0.757
"378",378,0.371,0.322,0.729,0.756
"379",379,0.372,0.323,0.729,0.756
"380",380,0.373,0.324,0.728,0.755
"381",381,0.375,0.325,0.727,0.755
"382",382,0.375,0.325,0.727,0.755
"383",383,0.375,0.325,0.727,0.755
"384",384,0.377,0.327,0.726,0.754
"385",385,0.377,0.327,0.726,0.754
"386",386,0.378,0.327,0.726,0.754
"387",387,0.378,0.327,0.726,0.754
"388",388,0.379,0.328,0.725,0.753
"389",389,0.379,0.328,0.725,0.753
"390",390,0.379,0.328,0.725,0.753
"391",391,0.381,0.329,0.724,0.752
"392",392,0.381,0.33,0.724,0.752
"393",393,0.381,0.33,0.724,0.752
"394",394,0.381,0.33,0.724,0.752
"395",395,0.382,0.33,0.724,0.752
"396",396,0.382,0.33,0.724,0.752
"397",397,0.383,0.331,0.723,0.751
"398",398,0.383,0.331,0.723,0.751
"399",399,0.384,0.331,0.723,0.751
"400",400,0.384,0.331,0.723,0.751
"401",401,0.384,0.331,0.723,0.751
"402",402,0.385,0.331,0.722,0.751
"403",403,0.385,0.331,0.722,0.751
"404",404,0.385,0.331,0.722,0.751
"405",405,0.386,0.332,0.722,0.751
"406",406,0.387,0.333,0.721,0.75
"407",407,0.387,0.333,0.721,0.75
"408",408,0.389,0.334,0.72,0.75
"409",409,0.389,0.334,0.72,0.75
"410",410,0.39,0.335,0.719,0.749
"411",411,0.392,0.336,0.718,0.749
"412",412,0.393,0.337,0.718,0.748
"413",413,0.395,0.339,0.717,0.747
"414",414,0.395,0.339,0.717,0.747
"415",415,0.396,0.34,0.716,0.746
"416",416,0.396,0.34,0.716,0.746
"417",417,0.397,0.34,0.716,0.746
"418",418,0.398,0.341,0.715,0.746
"419",419,0.398,0.34,0.715,0.746
"420",420,0.399,0.341,0.715,0.746
"421",421,0.4,0.343,0.714,0.745
"422",422,0.4,0.343,0.714,0.745
"423",423,0.402,0.344,0.713,0.744
"424",424,0.402,0.344,0.713,0.744
"425",425,0.403,0.344,0.713,0.744
"426",426,0.404,0.345,0.712,0.743
"427",427,0.405,0.346,0.712,0.743
"428",428,0.405,0.346,0.712,0.743
"429",429,0.406,0.347,0.711,0.742
"430",430,0.407,0.347,0.711,0.742
"431",431,0.408,0.348,0.71,0.742
"432",432,0.409,0.349,0.71,0.741
"433",433,0.41,0.35,0.709,0.741
"434",434,0.41,0.35,0.709,0.741
"435",435,0.41,0.35,0.709,0.741
"436",436,0.411,0.351,0.709,0.74
"437",437,0.413,0.353,0.708,0.739
"438",438,0.415,0.354,0.707,0.739
"439",439,0.415,0.354,0.707,0.739
"440",440,0.416,0.355,0.706,0.738
"441",441,0.416,0.354,0.706,0.739
"442",442,0.406,0.346,0.711,0.743
"443",443,0.406,0.346,0.711,0.743
"444",444,0.407,0.346,0.711,0.743
"445",445,0.407,0.347,0.711,0.742
"446",446,0.408,0.347,0.71,0.742
"447",447,0.409,0.348,0.71,0.742
"448",448,0.409,0.348,0.71,0.742
"449",449,0.41,0.349,0.709,0.741
"450",450,0.411,0.35,0.709,0.741
"451",451,0.411,0.35,0.709,0.741
"452",452,0.412,0.35,0.708,0.741
"453",453,0.425,0.362,0.702,0.734
"454",454,0.426,0.362,0.701,0.734
"455",455,0.426,0.362,0.701,0.734
"456",456,0.427,0.363,0.701,0.734
"457",457,0.427,0.363,0.701,0.734
"458",458,0.428,0.363,0.7,0.734
"459",459,0.429,0.364,0.7,0.733
"460",460,0.429,0.364,0.7,0.733
"461",461,0.429,0.363,0.7,0.734
"462",462,0.431,0.365,0.699,0.733
"463",463,0.43,0.365,0.699,0.733
"464",464,0.432,0.366,0.698,0.732
"465",465,0.432,0.366,0.698,0.732
"466",466,0.434,0.368,0.697,0.731
"467",467,0.435,0.368,0.697,0.731
"468",468,0.436,0.369,0.696,0.73
"469",469,0.436,0.369,0.696,0.73
"470",470,0.437,0.37,0.696,0.73
"471",471,0.438,0.37,0.695,0.73
"472",472,0.438,0.37,0.695,0.73
"473",473,0.438,0.37,0.695,0.73
"474",474,0.439,0.371,0.695,0.729
"475",475,0.439,0.371,0.695,0.729
"476",476,0.441,0.372,0.694,0.729
"477",477,0.442,0.373,0.693,0.728
"478",478,0.443,0.374,0.693,0.728
"479",479,0.428,0.36,0.7,0.735
"480",480,0.429,0.361,0.7,0.735
"481",481,0.43,0.362,0.699,0.734
"482",482,0.431,0.362,0.699,0.734
"483",483,0.432,0.363,0.698,0.734
"484",484,0.433,0.364,0.698,0.733
"485",485,0.434,0.364,0.697,0.733
"486",486,0.434,0.364,0.697,0.733
"487",487,0.434,0.364,0.697,0.733
"488",488,0.434,0.364,0.697,0.733
"489",489,0.434,0.364,0.697,0.733
"490",490,0.435,0.364,0.697,0.733
"491",491,0.435,0.364,0.697,0.733
"492",492,0.435,0.364,0.697,0.733
"493",493,0.435,0.365,0.697,0.733
"494",494,0.437,0.366,0.696,0.732
"495",495,0.438,0.367,0.695,0.732
"496",496,0.439,0.368,0.695,0.731
"497",497,0.44,0.368,0.694,0.731
"498",498,0.44,0.368,0.694,0.731
"499",499,0.441,0.369,0.694,0.73
"500",500,0.441,0.369,0.694,0.73
"501",501,0.441,0.369,0.694,0.73
"502",502,0.441,0.369,0.694,0.73
"503",503,0.443,0.37,0.693,0.73
"504",504,0.443,0.37,0.693,0.73
"505",505,0.444,0.371,0.693,0.729
"506",506,0.446,0.372,0.692,0.729
"507",507,0.449,0.373,0.69,0.728
"508",508,0.449,0.373,0.69,0.728
"509",509,0.45,0.374,0.69,0.728
"510",510,0.451,0.374,0.689,0.728
"511",511,0.451,0.376,0.689,0.727
"512",512,0.452,0.377,0.689,0.726
"513",513,0.454,0.378,0.688,0.726
"514",514,0.454,0.378,0.688,0.726
"515",515,0.454,0.378,0.688,0.726
"516",516,0.455,0.379,0.687,0.725
"517",517,0.455,0.378,0.687,0.726
"518",518,0.455,0.378,0.687,0.726
"519",519,0.456,0.379,0.687,0.725
"520",520,0.456,0.379,0.687,0.725
"521",521,0.457,0.38,0.686,0.725
"522",522,0.459,0.381,0.685,0.724
"523",523,0.459,0.381,0.685,0.724
"524",524,0.459,0.381,0.685,0.724
"525",525,0.461,0.383,0.684,0.723
"526",526,0.461,0.383,0.684,0.723
"527",527,0.462,0.384,0.684,0.723
"528",528,0.463,0.384,0.684,0.723
"529",529,0.463,0.384,0.684,0.723
"530",530,0.465,0.385,0.683,0.722
"531",531,0.466,0.386,0.682,0.722
"532",532,0.466,0.386,0.682,0.722
"533",533,0.466,0.386,0.682,0.722
"534",534,0.467,0.387,0.682,0.721
"535",535,0.467,0.387,0.682,0.721
"536",536,0.468,0.388,0.681,0.72
"537",537,0.468,0.388,0.681,0.72
"538",538,0.469,0.388,0.681,0.72
"539",539,0.469,0.388,0.681,0.72
"540",540,0.469,0.388,0.681,0.72
"541",541,0.469,0.388,0.681,0.72
"542",542,0.471,0.389,0.68,0.72
"543",543,0.471,0.389,0.68,0.72
"544",544,0.473,0.39,0.679,0.719
"545",545,0.474,0.391,0.678,0.719
"546",546,0.475,0.393,0.678,0.718
"547",547,0.476,0.393,0.678,0.718
"548",548,0.488,0.403,0.672,0.713
"549",549,0.488,0.403,0.672,0.713
"550",550,0.489,0.403,0.672,0.713
"551",551,0.489,0.403,0.672,0.713
"552",552,0.489,0.403,0.672,0.713
"553",553,0.489,0.403,0.672,0.713
"554",554,0.489,0.403,0.672,0.713
"555",555,0.48,0.395,0.676,0.717
"556",556,0.48,0.395,0.676,0.717
"557",557,0.48,0.395,0.676,0.717
"558",558,0.481,0.396,0.675,0.716
"559",559,0.481,0.396,0.675,0.716
"560",560,0.482,0.396,0.675,0.716
"561",561,0.482,0.396,0.675,0.716
"562",562,0.494,0.406,0.669,0.711
"563",563,0.494,0.406,0.669,0.711
"564",564,0.496,0.407,0.668,0.711
"565",565,0.497,0.408,0.668,0.71
"566",566,0.499,0.409,0.667,0.71
"567",567,0.5,0.41,0.667,0.709
"568",568,0.5,0.41,0.667,0.709
"569",569,0.501,0.411,0.666,0.709
"570",570,0.503,0.413,0.665,0.708
"571",571,0.505,0.414,0.664,0.707
"572",572,0.505,0.414,0.664,0.707
"573",573,0.49,0.401,0.671,0.714
"574",574,0.49,0.401,0.671,0.714
"575",575,0.491,0.402,0.671,0.713
"576",576,0.492,0.403,0.67,0.713
"577",577,0.492,0.402,0.67,0.713
"578",578,0.492,0.402,0.67,0.713
"579",579,0.493,0.403,0.67,0.713
"580",580,0.493,0.403,0.67,0.713
"581",581,0.493,0.403,0.67,0.713
"582",582,0.511,0.418,0.662,0.705
"583",583,0.495,0.404,0.669,0.712
"584",584,0.495,0.404,0.669,0.712
"585",585,0.498,0.404,0.668,0.712
"586",586,0.498,0.404,0.668,0.712
"587",587,0.498,0.404,0.668,0.712
"588",588,0.498,0.403,0.668,0.713
"589",589,0.499,0.404,0.667,0.712
"590",590,0.499,0.404,0.667,0.712
"591",591,0.5,0.405,0.667,0.712
"592",592,0.5,0.405,0.667,0.712
"593",593,0.501,0.405,0.666,0.712
"594",594,0.501,0.405,0.666,0.712
"595",595,0.502,0.406,0.666,0.711
"596",596,0.502,0.406,0.666,0.711
"597",597,0.502,0.406,0.666,0.711
"598",598,0.502,0.406,0.666,0.711
"599",599,0.503,0.407,0.665,0.711
"600",600,0.505,0.408,0.664,0.71
"601",601,0.505,0.408,0.664,0.71
"602",602,0.506,0.408,0.664,0.71
"603",603,0.507,0.409,0.664,0.71
"604",604,0.507,0.409,0.664,0.71
"605",605,0.507,0.409,0.664,0.71
"606",606,0.507,0.409,0.664,0.71
"607",607,0.508,0.41,0.663,0.709
"608",608,0.508,0.41,0.663,0.709
"609",609,0.509,0.41,0.663,0.709
"610",610,0.51,0.411,0.662,0.709
"611",611,0.511,0.412,0.662,0.708
"612",612,0.511,0.412,0.662,0.708
"613",613,0.511,0.412,0.662,0.708
"614",614,0.52,0.416,0.658,0.706
"615",615,0.52,0.416,0.658,0.706
"616",616,0.52,0.416,0.658,0.706
"617",617,0.52,0.415,0.658,0.707
"618",618,0.521,0.416,0.657,0.706
"619",619,0.521,0.416,0.657,0.706
"620",620,0.521,0.416,0.657,0.706
"621",621,0.522,0.416,0.657,0.706
"622",622,0.522,0.416,0.657,0.706
"623",623,0.524,0.418,0.656,0.705
"624",624,0.524,0.418,0.656,0.705
"625",625,0.524,0.418,0.656,0.705
"626",626,0.524,0.418,0.656,0.705
"627",627,0.525,0.418,0.656,0.705
"628",628,0.525,0.418,0.656,0.705
"629",629,0.525,0.418,0.656,0.705
"630",630,0.518,0.415,0.659,0.707
"631",631,0.518,0.415,0.659,0.707
"632",632,0.526,0.418,0.655,0.705
"633",633,0.527,0.419,0.655,0.705
"634",634,0.529,0.421,0.654,0.704
"635",635,0.524,0.418,0.656,0.705
"636",636,0.525,0.419,0.656,0.705
"637",637,0.526,0.42,0.655,0.704
"638",638,0.526,0.42,0.655,0.704
"639",639,0.528,0.421,0.654,0.704
"640",640,0.528,0.421,0.654,0.704
"641",641,0.528,0.421,0.654,0.704
"642",642,0.528,0.422,0.654,0.703
"643",643,0.528,0.421,0.654,0.704
"644",644,0.528,0.421,0.654,0.704
"645",645,0.53,0.422,0.654,0.703
"646",646,0.531,0.423,0.653,0.703
"647",647,0.532,0.424,0.653,0.702
"648",648,0.532,0.424,0.653,0.702
"649",649,0.532,0.423,0.653,0.703
"650",650,0.532,0.423,0.653,0.703
"651",651,0.533,0.424,0.652,0.702
"652",652,0.534,0.425,0.652,0.702
